Fe,C,Si,Mn,Cr,Ni,Mo,P,S,test_temperature_C,impact_energy_J,KCV_J_cm2,transition_temp_C,ductile_fraction_percent,specimen_type
87.95,0.723,0.16,1.26,4.23,4.94,0.7,0.0164,0.0153,0,11.9,14.9,71.0,0.9,Charpy_V
87.41,0.665,0.47,1.52,4.58,4.6,0.7,0.0241,0.0183,-40,5.1,6.4,103.8,0.0,Charpy_V
94.72,0.649,0.18,1.65,1.95,0.4,0.42,0.014,0.0198,0,4.0,5.0,82.1,0.4,Charpy_V
89.32,0.526,0.69,0.6,4.6,4.0,0.23,0.0196,0.0165,0,4.0,5.0,102.1,0.1,Charpy_V
92.77,0.663,0.2,1.01,2.14,2.34,0.86,0.0115,0.0076,-20,4.0,5.0,65.3,0.3,Charpy_V
92.09,0.288,0.13,1.85,4.5,0.54,0.56,0.019,0.0221,-40,4.0,5.0,86.8,0.0,Charpy_V
91.28,0.306,0.73,1.68,1.4,3.74,0.83,0.0122,0.0298,20,14.6,18.2,80.3,1.8,Charpy_V
96.77,0.138,0.47,0.63,1.69,0.13,0.13,0.0186,0.0275,-40,4.0,5.0,101.0,0.0,Charpy_V
92.0,0.537,0.51,1.26,2.08,2.62,0.95,0.02,0.0113,-40,8.3,10.4,100.0,0.0,Charpy_V
94.9,0.093,0.4,0.46,0.43,3.29,0.39,0.0311,0.0179,-20,4.0,5.0,107.9,0.0,Charpy_V
95.68,0.144,0.71,0.3,1.64,1.09,0.39,0.0143,0.0226,-20,4.0,5.0,92.6,0.1,Charpy_V
94.02,0.651,0.49,1.77,0.0,3.02,0.01,0.0264,0.0109,-40,17.8,22.3,113.9,0.0,Charpy_V
90.29,0.272,0.83,1.86,2.06,4.44,0.2,0.0116,0.0262,100,39.1,48.8,80.3,78.8,Charpy_V
93.81,0.7,0.21,1.02,1.54,1.98,0.7,0.0076,0.03,20,4.0,5.0,53.6,9.6,Charpy_V
95.57,0.21,0.85,1.49,0.07,1.16,0.61,0.0201,0.0182,-40,4.0,5.0,115.5,0.0,Charpy_V
91.53,0.383,0.46,0.39,3.14,3.09,0.97,0.0139,0.0155,-40,5.3,6.7,77.5,0.0,Charpy_V
96.31,0.74,0.47,1.05,1.26,0.01,0.11,0.0261,0.0221,20,4.0,5.0,132.8,0.1,Charpy_V
91.37,0.598,0.86,1.83,0.87,3.48,0.96,0.0245,0.0138,20,4.0,5.0,123.9,0.1,Charpy_V
96.06,0.311,0.67,1.14,0.58,0.44,0.78,0.0097,0.0093,100,31.4,39.2,84.2,74.1,Charpy_V
93.85,0.305,0.76,1.13,2.1,1.74,0.09,0.0111,0.021,-20,4.0,5.0,85.3,0.1,Charpy_V
91.17,0.103,0.59,0.39,2.56,4.82,0.31,0.0267,0.0236,-20,4.0,5.0,103.1,0.0,Charpy_V
91.99,0.654,0.73,0.71,2.65,2.78,0.45,0.0104,0.0106,100,19.9,24.9,83.2,75.4,Charpy_V
90.5,0.058,0.93,1.47,3.45,2.86,0.69,0.0345,0.0146,-20,4.0,5.0,137.5,0.0,Charpy_V
91.5,0.518,0.26,1.44,4.84,1.28,0.14,0.0057,0.0145,20,4.0,5.0,48.1,13.3,Charpy_V
91.13,0.443,0.41,1.57,4.52,1.06,0.84,0.0089,0.0107,20,7.9,9.9,68.2,3.9,Charpy_V
89.89,0.686,0.96,1.75,4.11,2.35,0.21,0.0323,0.0231,0,4.0,5.0,149.8,0.0,Charpy_V
93.91,0.201,0.25,0.45,2.63,1.61,0.91,0.0106,0.0201,0,4.0,5.0,59.4,1.9,Charpy_V
90.79,0.747,0.7,0.89,3.56,2.91,0.35,0.0286,0.0217,20,7.5,9.4,129.4,0.1,Charpy_V
90.35,0.699,0.46,1.4,1.98,4.41,0.65,0.0224,0.0295,20,4.0,5.0,100.1,0.5,Charpy_V
93.34,0.23,0.56,1.16,1.13,3.5,0.03,0.0257,0.0164,-40,4.0,5.0,107.2,0.0,Charpy_V
91.78,0.408,0.98,0.87,4.91,0.32,0.68,0.0186,0.0256,-20,4.9,6.1,127.1,0.0,Charpy_V
91.18,0.665,0.67,1.44,1.27,4.09,0.65,0.0303,0.0138,-40,15.6,19.5,127.1,0.0,Charpy_V
89.37,0.788,0.64,1.47,2.81,3.91,0.98,0.0213,0.0154,100,4.0,5.0,108.2,36.7,Charpy_V
92.27,0.598,0.29,0.94,4.55,0.57,0.75,0.0261,0.0083,100,4.0,5.0,115.2,26.7,Charpy_V
91.68,0.656,0.69,1.73,1.44,3.19,0.59,0.0237,0.0092,0,4.0,5.0,116.2,0.0,Charpy_V
90.58,0.289,0.7,0.43,3.14,4.58,0.25,0.0159,0.0108,100,41.4,51.7,87.1,70.2,Charpy_V
92.29,0.227,0.34,0.68,1.75,4.02,0.65,0.0286,0.0196,-40,4.2,5.2,101.7,0.0,Charpy_V
96.37,0.626,0.17,1.6,0.23,0.53,0.44,0.0193,0.0254,20,4.0,5.0,94.6,0.7,Charpy_V
95.92,0.165,0.3,0.79,0.62,1.44,0.73,0.0122,0.0259,0,4.0,5.0,67.0,1.1,Charpy_V
92.34,0.784,0.59,1.11,3.71,0.84,0.58,0.0317,0.0056,0,4.0,5.0,140.6,0.0,Charpy_V
92.56,0.451,0.56,0.42,1.19,3.89,0.89,0.0209,0.0138,0,4.0,5.0,98.7,0.1,Charpy_V
94.02,0.392,0.85,0.75,0.66,2.77,0.51,0.0157,0.0216,0,4.0,5.0,100.8,0.1,Charpy_V
93.36,0.283,0.18,1.59,2.62,1.53,0.41,0.0056,0.0216,20,4.0,5.0,39.0,22.0,Charpy_V
92.73,0.054,0.26,0.67,1.44,4.39,0.42,0.0254,0.0055,-40,4.0,5.0,85.2,0.0,Charpy_V
92.27,0.23,0.38,0.38,2.05,4.26,0.38,0.0323,0.0267,-40,4.5,5.6,110.2,0.0,Charpy_V
88.84,0.072,0.79,1.84,3.85,3.72,0.84,0.025,0.0156,0,4.0,5.0,110.1,0.1,Charpy_V
91.71,0.641,0.91,1.17,2.66,2.02,0.86,0.0054,0.0206,100,4.0,5.0,74.2,84.8,Charpy_V
87.67,0.574,0.35,1.98,4.75,3.68,0.97,0.0082,0.012,100,24.1,30.1,54.5,95.4,Charpy_V
93.5,0.69,0.47,0.44,3.24,1.48,0.14,0.0203,0.017,20,4.0,5.0,105.5,0.3,Charpy_V
93.85,0.393,0.63,1.61,1.89,0.8,0.8,0.015,0.0122,0,4.0,5.0,97.8,0.1,Charpy_V
96.41,0.261,0.11,1.12,0.65,0.92,0.48,0.031,0.0261,20,22.6,28.2,109.5,0.3,Charpy_V
91.18,0.667,0.73,0.61,1.99,4.65,0.15,0.0113,0.015,-40,4.0,5.0,80.6,0.0,Charpy_V
90.55,0.579,0.44,1.21,4.89,1.65,0.67,0.0102,0.008,0,4.0,5.0,72.8,0.8,Charpy_V
91.78,0.169,0.32,1.85,1.44,4.09,0.29,0.0332,0.0279,20,7.4,9.3,108.2,0.3,Charpy_V
90.81,0.703,0.94,1.05,2.66,3.15,0.66,0.0069,0.0063,-40,4.0,5.0,78.7,0.0,Charpy_V
90.6,0.438,0.72,1.4,4.49,2.3,0.01,0.0239,0.0219,100,4.0,5.0,118.1,23.0,Charpy_V
91.28,0.53,0.62,0.69,1.81,4.55,0.47,0.0228,0.0284,0,4.0,5.0,105.7,0.1,Charpy_V
95.38,0.792,0.74,1.02,0.96,0.4,0.67,0.0145,0.0107,-40,4.0,5.0,110.4,0.0,Charpy_V
92.13,0.486,0.75,0.42,4.41,1.38,0.38,0.0151,0.026,-40,4.0,5.0,101.9,0.0,Charpy_V
90.87,0.344,0.84,0.55,2.17,4.66,0.5,0.0268,0.0257,20,4.0,5.0,120.7,0.1,Charpy_V
89.95,0.512,0.61,1.52,4.43,2.8,0.15,0.0229,0.0144,20,5.3,6.7,110.3,0.2,Charpy_V
93.93,0.344,0.16,1.27,1.81,1.75,0.69,0.0189,0.0238,0,9.0,11.3,82.0,0.4,Charpy_V
88.52,0.274,0.85,1.63,4.86,3.28,0.55,0.0139,0.0069,100,34.0,42.5,91.8,63.4,Charpy_V
94.33,0.478,0.47,0.44,3.15,0.5,0.61,0.0202,0.0173,0,4.0,5.0,108.3,0.1,Charpy_V
93.5,0.569,0.16,0.55,3.5,1.45,0.21,0.029,0.0287,20,6.2,7.7,110.3,0.2,Charpy_V
92.4,0.618,0.77,1.75,1.88,1.73,0.83,0.0121,0.0165,20,14.4,18.0,94.0,0.7,Charpy_V
92.89,0.43,0.25,1.81,3.55,0.14,0.88,0.0343,0.0175,100,4.0,5.0,131.7,10.8,Charpy_V
94.19,0.419,0.15,1.16,1.26,2.38,0.42,0.0142,0.0162,-40,4.0,5.0,67.1,0.1,Charpy_V
93.99,0.507,0.18,1.48,2.05,0.76,0.98,0.032,0.0273,-40,4.0,5.0,119.9,0.0,Charpy_V
93.21,0.428,0.87,0.33,2.14,2.05,0.95,0.0122,0.0081,20,4.0,5.0,94.4,0.7,Charpy_V
90.55,0.398,0.68,0.93,3.18,3.6,0.62,0.0204,0.0125,20,4.0,5.0,102.9,0.4,Charpy_V
96.66,0.261,0.8,0.66,1.16,0.25,0.19,0.0164,0.015,-20,8.7,10.8,111.1,0.0,Charpy_V
94.84,0.171,0.44,1.09,1.49,1.86,0.08,0.0109,0.0134,-40,4.0,5.0,67.1,0.1,Charpy_V
89.23,0.099,0.6,1.34,4.33,4.1,0.29,0.0091,0.0089,-20,4.0,5.0,57.9,0.6,Charpy_V
92.89,0.19,0.48,1.74,0.0,4.63,0.05,0.0101,0.0057,0,6.6,8.3,57.3,2.2,Charpy_V
92.29,0.588,0.43,1.16,4.2,0.74,0.55,0.0155,0.0226,-40,4.0,5.0,94.1,0.0,Charpy_V
91.09,0.553,0.19,0.41,3.62,3.2,0.89,0.0206,0.0183,-40,5.6,7.0,85.7,0.0,Charpy_V
93.55,0.726,0.16,0.94,1.34,2.41,0.83,0.0272,0.0136,100,4.0,5.0,104.2,43.0,Charpy_V
93.9,0.47,0.89,1.09,2.53,0.67,0.42,0.0166,0.0138,-40,14.6,18.2,116.2,0.0,Charpy_V
95.67,0.19,0.69,1.8,0.7,0.64,0.3,0.0099,0.0078,-40,4.0,5.0,81.2,0.0,Charpy_V
93.76,0.702,0.37,0.88,2.8,0.52,0.92,0.0296,0.0218,-40,4.0,5.0,128.1,0.0,Charpy_V
88.35,0.15,0.53,0.84,4.89,4.89,0.32,0.0156,0.02,20,4.0,5.0,74.7,2.5,Charpy_V
94.12,0.408,0.91,1.31,2.2,0.81,0.2,0.0073,0.0236,-20,4.0,5.0,84.4,0.1,Charpy_V
93.55,0.187,0.32,0.41,3.56,1.84,0.09,0.0296,0.0221,100,4.0,5.0,109.5,34.7,Charpy_V
93.61,0.54,0.39,0.47,2.96,1.74,0.26,0.0266,0.0132,0,10.3,12.9,113.6,0.1,Charpy_V
88.73,0.687,0.86,1.02,3.95,4.25,0.46,0.0146,0.0225,100,4.0,5.0,98.0,53.3,Charpy_V
89.86,0.636,0.84,0.35,3.67,3.92,0.7,0.0264,0.006,-20,4.0,5.0,126.5,0.0,Charpy_V
92.95,0.38,0.95,1.94,1.57,1.77,0.38,0.0297,0.0248,-40,5.4,6.8,141.8,0.0,Charpy_V
88.12,0.592,0.79,1.03,4.97,3.85,0.58,0.033,0.0277,-40,8.8,11.0,137.3,0.0,Charpy_V
93.13,0.297,0.33,1.17,2.89,1.22,0.92,0.0217,0.0182,20,20.7,25.9,97.8,0.6,Charpy_V
91.51,0.587,0.44,0.8,4.31,2.11,0.2,0.0275,0.0134,-20,4.0,5.0,116.3,0.0,Charpy_V
94.01,0.642,0.49,0.65,0.44,3.32,0.42,0.0088,0.0219,20,4.0,5.0,64.7,4.8,Charpy_V
90.89,0.527,0.57,0.9,3.24,2.92,0.91,0.0229,0.0177,0,4.0,5.0,108.2,0.1,Charpy_V
90.86,0.521,0.92,1.07,3.13,3.04,0.42,0.0234,0.0115,20,4.0,5.0,124.7,0.1,Charpy_V
93.3,0.382,0.88,0.89,3.18,1.07,0.25,0.0245,0.0241,-40,4.9,6.1,130.8,0.0,Charpy_V
90.1,0.125,0.44,1.17,4.82,2.52,0.78,0.0275,0.0192,-40,4.0,5.0,106.0,0.0,Charpy_V
90.54,0.073,0.92,0.43,3.5,3.65,0.84,0.0216,0.0231,0,4.0,5.0,108.4,0.1,Charpy_V
93.5,0.512,0.21,1.14,3.35,0.74,0.5,0.0187,0.0279,-40,4.0,5.0,91.9,0.0,Charpy_V
92.64,0.76,0.33,1.37,3.06,1.41,0.41,0.016,0.0093,0,4.0,5.0,89.7,0.3,Charpy_V
92.83,0.793,0.81,1.69,1.93,1.29,0.6,0.0314,0.0231,-20,5.8,7.3,147.3,0.0,Charpy_V
89.48,0.449,0.66,0.99,3.99,3.43,0.99,0.0091,0.0065,-20,4.0,5.0,70.4,0.2,Charpy_V
89.05,0.625,0.17,1.92,3.04,4.49,0.67,0.0211,0.0093,20,8.0,10.1,83.2,1.5,Charpy_V
93.66,0.084,0.92,1.22,0.84,2.26,0.99,0.0142,0.0117,-40,4.0,5.0,93.6,0.0,Charpy_V
94.04,0.113,0.96,1.35,1.68,1.38,0.44,0.0077,0.0272,100,38.5,48.2,78.6,80.6,Charpy_V
92.43,0.453,0.88,1.66,1.38,3.15,0.01,0.0169,0.0109,-20,13.8,17.2,105.3,0.0,Charpy_V
91.6,0.599,0.8,1.55,1.45,3.43,0.55,0.0229,0.005,20,4.0,5.0,117.7,0.1,Charpy_V
91.92,0.379,0.33,1.74,1.13,3.84,0.61,0.0312,0.0198,-20,4.0,5.0,110.4,0.0,Charpy_V
88.84,0.683,0.14,1.14,4.06,4.24,0.83,0.0231,0.0298,-40,10.9,13.7,88.3,0.0,Charpy_V
92.06,0.181,0.13,1.98,1.74,3.81,0.06,0.014,0.0206,100,58.3,72.8,56.3,94.8,Charpy_V
94.29,0.132,0.59,0.46,3.18,0.78,0.55,0.0089,0.015,20,4.0,5.0,70.7,3.3,Charpy_V
93.43,0.475,0.3,0.99,0.62,3.81,0.33,0.0276,0.0143,100,4.0,5.0,103.1,44.9,Charpy_V
93.77,0.481,0.75,0.99,0.71,2.3,0.96,0.0114,0.0212,-20,4.0,5.0,86.6,0.1,Charpy_V
90.93,0.661,0.9,1.5,4.96,0.45,0.55,0.0255,0.0226,-20,4.0,5.0,142.9,0.0,Charpy_V
94.21,0.186,0.97,0.8,3.17,0.35,0.3,0.0113,0.0051,0,4.0,5.0,101.0,0.1,Charpy_V
94.24,0.595,0.41,1.57,2.19,0.86,0.09,0.0263,0.0146,100,4.0,5.0,119.1,21.8,Charpy_V
95.5,0.451,0.38,1.22,0.53,1.16,0.75,0.0105,0.0085,-40,4.0,5.0,71.9,0.1,Charpy_V
89.78,0.272,0.49,1.94,3.27,3.91,0.33,0.0093,0.0114,-20,4.0,5.0,58.7,0.5,Charpy_V
90.38,0.693,0.99,0.88,3.53,3.29,0.19,0.0325,0.01,20,7.5,9.4,148.3,0.0,Charpy_V
92.25,0.685,0.48,1.85,0.49,3.26,0.94,0.0276,0.0119,-40,8.6,10.8,115.7,0.0,Charpy_V
88.02,0.691,0.77,1.86,3.74,4.68,0.19,0.02,0.0298,-20,6.2,7.8,107.2,0.0,Charpy_V
93.62,0.136,0.63,1.92,2.56,0.7,0.39,0.0237,0.0241,20,4.8,5.9,114.8,0.2,Charpy_V
94.79,0.385,0.94,1.09,1.02,0.76,0.99,0.015,0.009,0,4.0,5.0,111.9,0.1,Charpy_V
89.88,0.418,0.46,1.53,3.76,3.62,0.29,0.0241,0.0135,20,7.2,9.0,102.4,0.4,Charpy_V
94.09,0.194,0.45,0.83,0.47,2.92,0.99,0.0218,0.0186,-20,10.0,12.6,94.1,0.0,Charpy_V
90.64,0.154,0.56,1.97,4.38,1.7,0.54,0.0216,0.0221,0,4.0,5.0,102.2,0.1,Charpy_V
95.29,0.215,0.23,1.37,1.63,0.94,0.28,0.0142,0.0206,0,5.2,6.6,73.7,0.7,Charpy_V
93.2,0.116,0.48,0.86,4.08,0.55,0.68,0.0172,0.0197,-40,4.0,5.0,92.9,0.0,Charpy_V
91.76,0.272,0.14,1.46,1.31,4.79,0.21,0.0209,0.0234,0,4.0,5.0,74.6,0.7,Charpy_V
87.0,0.167,0.99,1.84,4.81,4.26,0.88,0.023,0.0261,100,19.4,24.3,115.8,25.9,Charpy_V
88.69,0.615,0.32,0.74,4.84,4.44,0.32,0.0297,0.009,0,4.0,5.0,108.9,0.1,Charpy_V
89.28,0.348,0.7,0.51,4.61,4.14,0.39,0.0155,0.0158,100,36.0,45.0,88.5,68.3,Charpy_V
91.36,0.587,0.75,0.59,1.58,4.22,0.9,0.0134,0.0056,-20,7.0,8.7,88.2,0.1,Charpy_V
94.01,0.31,0.47,0.94,2.83,0.39,0.97,0.0331,0.0284,-20,4.0,5.0,134.2,0.0,Charpy_V
90.91,0.087,0.19,0.85,2.52,4.97,0.44,0.0207,0.0224,100,60.9,76.1,71.0,87.4,Charpy_V
89.43,0.625,0.85,0.39,2.89,5.0,0.79,0.0086,0.022,100,21.3,26.7,74.9,84.2,Charpy_V
90.65,0.695,0.44,1.99,3.4,2.12,0.68,0.0207,0.0078,20,5.4,6.8,102.4,0.4,Charpy_V
90.58,0.473,0.82,0.56,2.69,3.83,0.99,0.0315,0.0266,0,4.0,5.0,133.8,0.0,Charpy_V
96.32,0.199,0.2,1.76,0.54,0.69,0.25,0.0222,0.027,20,4.0,5.0,94.3,0.7,Charpy_V
93.2,0.754,1.0,1.23,2.81,0.11,0.87,0.0059,0.0208,0,4.0,5.0,93.8,0.2,Charpy_V
93.84,0.315,0.45,1.86,3.29,0.2,0.01,0.011,0.013,0,4.6,5.7,81.5,0.4,Charpy_V
93.48,0.18,0.41,1.91,0.39,3.55,0.03,0.0159,0.0243,20,4.0,5.0,75.1,2.5,Charpy_V
93.36,0.749,0.19,1.05,0.11,3.85,0.64,0.026,0.0168,0,4.0,5.0,98.7,0.1,Charpy_V
90.94,0.114,0.59,1.55,3.58,2.67,0.49,0.0341,0.0255,20,4.0,5.0,124.7,0.1,Charpy_V
91.41,0.523,0.9,0.87,1.11,4.47,0.69,0.0082,0.0152,100,28.6,35.7,75.6,83.6,Charpy_V
91.25,0.481,0.66,1.26,3.99,1.6,0.71,0.0347,0.0147,-20,4.0,5.0,141.0,0.0,Charpy_V
89.64,0.187,0.32,0.69,4.32,3.94,0.85,0.027,0.0211,-40,6.1,7.7,96.9,0.0,Charpy_V
92.87,0.443,0.61,1.32,2.74,1.23,0.76,0.0076,0.01,-40,4.0,5.0,70.7,0.1,Charpy_V
90.82,0.295,0.56,0.89,4.97,1.79,0.63,0.0317,0.0209,-20,4.0,5.0,126.6,0.0,Charpy_V
93.49,0.165,0.22,1.42,3.27,1.17,0.23,0.0274,0.0079,20,4.0,5.0,102.8,0.4,Charpy_V
93.64,0.561,0.67,0.58,2.57,1.39,0.56,0.0271,0.007,20,13.0,16.2,128.5,0.1,Charpy_V
95.96,0.556,0.36,1.23,1.18,0.56,0.12,0.0231,0.006,100,14.4,18.0,111.0,32.4,Charpy_V
95.25,0.766,0.9,0.73,0.43,1.44,0.44,0.0158,0.0243,0,4.0,5.0,114.1,0.0,Charpy_V
91.82,0.515,0.87,0.69,2.4,3.24,0.45,0.0186,0.0106,100,4.0,5.0,109.7,34.4,Charpy_V
91.99,0.432,0.29,1.31,4.76,0.4,0.75,0.0311,0.0297,-20,9.1,11.4,124.5,0.0,Charpy_V
95.37,0.317,0.31,1.64,0.7,1.34,0.3,0.0162,0.0155,-20,4.0,5.0,82.8,0.1,Charpy_V
94.39,0.729,0.15,1.68,0.85,1.96,0.19,0.0261,0.022,-20,16.7,20.9,103.4,0.0,Charpy_V
93.6,0.574,0.68,1.62,1.2,2.14,0.15,0.0179,0.0225,20,4.0,5.0,104.2,0.4,Charpy_V
92.93,0.181,0.11,1.2,2.71,2.5,0.32,0.0178,0.0242,100,33.5,41.8,70.5,87.7,Charpy_V
90.23,0.32,0.49,0.85,3.27,4.66,0.13,0.0218,0.0274,20,7.1,8.9,93.5,0.7,Charpy_V
92.69,0.071,0.52,0.71,2.58,2.63,0.75,0.0212,0.0204,0,4.0,5.0,92.8,0.2,Charpy_V
89.85,0.682,0.2,0.64,4.16,3.61,0.81,0.0347,0.0266,-40,4.2,5.2,116.3,0.0,Charpy_V
91.53,0.285,0.67,1.11,1.46,4.73,0.16,0.0276,0.025,20,11.1,13.9,113.7,0.2,Charpy_V
88.45,0.462,0.58,1.86,4.01,3.82,0.79,0.0198,0.006,20,4.0,5.0,97.6,0.6,Charpy_V
92.14,0.505,0.6,1.05,1.17,3.59,0.91,0.0281,0.008,20,13.2,16.5,118.4,0.1,Charpy_V
94.63,0.56,0.14,0.44,0.38,2.91,0.9,0.0217,0.0201,20,14.0,17.5,87.1,1.1,Charpy_V
90.85,0.281,0.51,1.46,4.82,1.74,0.3,0.0185,0.0231,0,4.0,5.0,95.3,0.2,Charpy_V
92.95,0.313,0.37,0.64,4.1,1.29,0.28,0.035,0.0132,-20,4.0,5.0,127.6,0.0,Charpy_V
92.65,0.284,0.56,0.45,1.76,3.34,0.92,0.0169,0.0191,-40,4.0,5.0,87.5,0.0,Charpy_V
92.49,0.234,0.69,0.79,3.03,2.52,0.22,0.013,0.0093,20,14.6,18.2,83.5,1.4,Charpy_V
93.06,0.741,0.99,1.49,2.57,0.7,0.38,0.0222,0.03,0,4.0,5.0,138.1,0.0,Charpy_V
94.21,0.785,0.18,1.7,1.89,0.72,0.49,0.0071,0.0181,20,4.0,5.0,57.8,7.4,Charpy_V
92.2,0.472,0.62,1.22,4.9,0.06,0.49,0.0201,0.0123,100,4.0,5.0,119.9,20.9,Charpy_V
91.54,0.543,0.59,1.02,3.37,2.08,0.82,0.0269,0.0185,-40,4.0,5.0,121.2,0.0,Charpy_V
91.76,0.101,0.61,0.9,2.7,3.24,0.64,0.0252,0.022,20,10.4,13.0,105.3,0.3,Charpy_V
94.36,0.368,0.14,1.4,3.17,0.36,0.17,0.0193,0.0162,100,15.3,19.1,90.7,65.1,Charpy_V
89.04,0.534,0.64,1.67,3.29,4.17,0.64,0.0098,0.0127,-40,8.1,10.1,70.8,0.1,Charpy_V
88.45,0.13,0.68,1.94,3.39,4.92,0.43,0.0319,0.0101,20,4.0,5.0,118.6,0.1,Charpy_V
94.8,0.072,0.47,0.35,0.0,3.96,0.31,0.022,0.0124,20,4.0,5.0,88.6,1.0,Charpy_V
93.77,0.515,0.27,0.67,1.31,2.88,0.55,0.0132,0.0224,-20,7.1,8.9,69.8,0.3,Charpy_V
86.9,0.693,0.85,1.38,4.44,4.76,0.94,0.0155,0.0149,-20,4.0,5.0,98.7,0.0,Charpy_V
93.06,0.3,0.4,1.69,0.97,2.74,0.78,0.0299,0.0217,0,4.0,5.0,112.5,0.1,Charpy_V
90.33,0.767,0.63,0.73,4.92,1.94,0.65,0.0267,0.0156,-20,4.0,5.0,126.4,0.0,Charpy_V
88.99,0.278,0.71,1.51,3.38,4.73,0.37,0.0062,0.0277,0,4.0,5.0,53.9,2.7,Charpy_V
91.38,0.48,0.6,1.27,3.59,1.97,0.68,0.0287,0.0122,-20,4.0,5.0,125.0,0.0,Charpy_V
92.12,0.439,0.76,1.54,2.83,1.61,0.67,0.0076,0.0295,100,12.3,15.3,75.5,83.7,Charpy_V
93.32,0.368,0.87,1.19,1.56,2.25,0.42,0.0128,0.0122,20,4.0,5.0,94.5,0.7,Charpy_V
92.11,0.571,0.46,0.75,0.72,4.86,0.52,0.0084,0.01,-40,4.0,5.0,56.6,0.2,Charpy_V
97.19,0.258,0.81,1.01,0.01,0.27,0.44,0.0068,0.0093,0,4.0,5.0,79.4,0.5,Charpy_V
96.5,0.349,0.57,1.18,0.67,0.62,0.05,0.0305,0.0287,100,4.0,5.0,132.3,10.4,Charpy_V
90.42,0.215,0.75,0.35,3.63,4.56,0.06,0.0106,0.0051,100,79.2,99.0,71.8,86.7,Charpy_V
90.78,0.513,0.14,1.02,2.52,4.53,0.47,0.0093,0.0122,100,29.1,36.3,45.9,97.4,Charpy_V
90.03,0.618,0.81,1.21,2.68,3.8,0.82,0.0151,0.025,0,9.1,11.3,97.4,0.2,Charpy_V
94.13,0.226,0.75,0.62,0.47,2.87,0.91,0.0061,0.0257,-40,4.0,5.0,59.3,0.1,Charpy_V
94.09,0.706,0.79,1.73,0.88,1.52,0.24,0.0273,0.0088,-20,4.0,5.0,135.8,0.0,Charpy_V
93.78,0.709,0.74,1.79,0.7,1.99,0.28,0.0053,0.0121,100,4.0,5.0,66.6,90.3,Charpy_V
91.31,0.764,0.27,1.57,4.01,1.87,0.16,0.01,0.0296,100,11.7,14.6,66.3,90.4,Charpy_V
89.84,0.384,0.1,1.51,2.82,4.69,0.59,0.0348,0.0263,-20,11.4,14.3,104.8,0.0,Charpy_V
89.77,0.745,0.66,1.87,1.18,4.89,0.87,0.0082,0.0153,-40,4.0,5.0,67.0,0.1,Charpy_V
89.5,0.43,0.81,0.35,3.64,4.73,0.5,0.0151,0.0212,20,8.6,10.8,92.1,0.8,Charpy_V
88.38,0.557,0.48,1.41,3.75,4.69,0.7,0.0213,0.0143,0,4.0,5.0,95.8,0.2,Charpy_V
93.79,0.618,0.4,0.58,2.51,1.78,0.27,0.0342,0.0176,20,4.6,5.8,129.9,0.1,Charpy_V
89.48,0.342,0.54,1.31,3.95,4.25,0.08,0.0321,0.0284,-40,4.4,5.5,119.3,0.0,Charpy_V
89.45,0.19,0.84,1.23,4.09,4.07,0.09,0.0232,0.0171,20,4.0,5.0,110.8,0.2,Charpy_V
92.57,0.723,0.23,1.47,1.5,2.84,0.62,0.0175,0.0294,100,4.0,5.0,83.3,75.3,Charpy_V
94.3,0.344,0.49,1.37,2.04,0.49,0.95,0.0175,0.0136,100,4.0,5.0,99.9,50.2,Charpy_V
90.79,0.659,0.91,0.71,3.82,2.68,0.39,0.0286,0.0191,20,5.8,7.2,138.3,0.0,Charpy_V
92.45,0.667,0.97,0.91,3.32,0.84,0.82,0.0098,0.0131,20,4.0,5.0,100.4,0.5,Charpy_V
91.69,0.075,0.76,0.4,2.96,3.87,0.23,0.0109,0.0122,-20,4.0,5.0,70.7,0.2,Charpy_V
94.27,0.239,0.54,1.54,2.3,0.63,0.44,0.0099,0.0238,-40,4.9,6.1,75.9,0.0,Charpy_V
91.25,0.285,0.71,0.82,4.31,1.74,0.85,0.028,0.0099,100,4.0,5.0,125.9,15.1,Charpy_V
91.71,0.747,0.52,1.99,0.79,3.54,0.65,0.0312,0.0073,-20,4.0,5.0,125.0,0.0,Charpy_V
91.43,0.289,0.96,0.5,4.45,2.28,0.05,0.0269,0.0075,100,4.0,5.0,132.6,10.2,Charpy_V
92.37,0.736,0.32,1.48,3.68,1.37,0.03,0.016,0.0061,100,4.0,5.0,88.9,67.7,Charpy_V
90.07,0.105,0.82,1.25,3.41,3.9,0.41,0.0093,0.0249,0,7.2,9.0,69.2,1.0,Charpy_V
92.98,0.67,0.49,0.67,0.86,3.72,0.57,0.0171,0.0173,20,4.0,5.0,90.2,0.9,Charpy_V
94.87,0.269,0.45,1.15,0.87,1.97,0.39,0.0136,0.03,-40,4.0,5.0,77.6,0.0,Charpy_V
90.06,0.532,0.26,1.73,4.57,2.01,0.82,0.0125,0.0085,0,4.0,5.0,70.3,0.9,Charpy_V
95.86,0.33,0.47,1.51,1.23,0.09,0.49,0.0184,0.0065,-20,4.0,5.0,105.9,0.0,Charpy_V
91.81,0.135,0.95,1.42,0.68,4.06,0.93,0.0129,0.0086,100,52.9,66.1,87.1,70.2,Charpy_V
93.34,0.536,0.62,0.75,0.34,3.78,0.59,0.0303,0.0115,-20,4.0,5.0,124.0,0.0,Charpy_V
