Fe,C,Si,Mn,Cr,Ni,Mo,V,tensile_strength_MPa,fatigue_limit_MPa,fatigue_ratio,basquin_exponent,cycles_to_failure_1e6,test_type,R_ratio
80.15,0.579,1.37,1.0,9.45,5.73,1.34,0.388,1560.9,758.2,0.486,-0.1127,6.52,rotating_bending,0.0
74.72,0.314,0.31,1.41,12.26,9.03,1.51,0.447,1426.5,827.5,0.58,-0.0666,8.0,axial,0.0
87.75,0.399,1.48,0.77,3.65,5.31,0.17,0.489,1282.6,635.6,0.496,-0.0852,8.0,axial,0.0
80.03,0.754,1.1,1.01,13.63,2.72,0.66,0.081,1805.9,910.8,0.504,-0.0642,8.0,axial,-1.0
84.9,0.529,0.47,0.81,4.84,6.39,1.82,0.244,1337.0,657.5,0.492,-0.0945,7.59,torsion,-1.0
83.29,0.826,0.99,1.09,10.01,3.42,0.07,0.313,1715.4,815.0,0.475,-0.0749,8.0,axial,0.1
80.98,0.158,1.16,0.33,4.49,10.69,2.16,0.036,1124.6,594.0,0.528,-0.079,8.0,torsion,0.0
96.06,0.317,0.97,1.08,0.71,0.17,0.36,0.325,975.8,459.2,0.471,-0.0818,8.0,axial,-1.0
73.82,0.59,1.39,0.98,11.25,9.36,2.35,0.26,1775.9,1018.0,0.573,-0.1006,6.75,axial,-1.0
87.33,0.346,0.61,1.04,2.36,5.46,2.43,0.414,1219.6,588.0,0.482,-0.0839,8.0,torsion,-1.0
82.6,0.531,0.58,1.15,8.24,6.23,0.42,0.257,1396.5,626.5,0.449,-0.0692,8.0,axial,0.1
82.08,0.771,1.12,1.45,8.47,4.65,1.13,0.32,1723.2,870.0,0.505,-0.0641,8.0,torsion,-1.0
85.86,0.207,0.98,0.81,0.33,10.66,0.68,0.465,1077.4,470.9,0.437,-0.1009,7.37,torsion,0.1
90.59,0.248,0.53,0.85,2.87,2.46,2.37,0.084,1007.6,438.5,0.435,-0.0772,8.0,torsion,-1.0
70.29,0.431,0.27,1.27,16.31,9.41,1.87,0.158,1590.2,899.1,0.565,-0.0715,8.0,rotating_bending,-1.0
76.04,1.048,0.98,1.1,12.1,7.29,1.25,0.19,2126.7,1076.9,0.506,-0.0797,8.0,torsion,0.1
86.02,0.57,1.46,0.44,6.25,5.03,0.05,0.182,1415.4,658.4,0.465,-0.0714,8.0,rotating_bending,0.1
70.47,0.199,1.15,0.47,15.1,11.18,0.97,0.463,1384.6,792.1,0.572,-0.0597,8.0,rotating_bending,0.0
89.46,0.321,1.35,0.61,3.84,3.25,0.91,0.257,1129.9,494.1,0.437,-0.0577,8.0,rotating_bending,-1.0
74.84,0.112,0.6,1.68,11.01,9.35,2.16,0.248,1245.6,586.7,0.471,-0.0799,8.0,rotating_bending,0.0
70.74,0.744,1.22,1.29,17.95,5.47,2.25,0.334,2015.0,1164.7,0.578,-0.062,8.0,torsion,0.0
86.14,0.607,1.47,1.79,6.46,0.55,2.54,0.456,1584.2,869.2,0.549,-0.1073,6.36,axial,0.0
80.14,0.347,1.11,1.84,4.24,10.9,0.93,0.488,1364.6,671.3,0.492,-0.0863,8.0,rotating_bending,0.1
84.2,0.959,0.69,1.66,4.57,5.07,2.36,0.487,1879.9,852.6,0.454,-0.0663,8.0,rotating_bending,0.1
86.91,0.683,0.51,1.34,6.37,4.0,0.11,0.073,1420.0,668.7,0.471,-0.0706,8.0,rotating_bending,0.0
77.49,0.574,1.26,1.96,15.72,2.73,0.02,0.246,1684.8,893.2,0.53,-0.1029,6.91,torsion,0.0
78.58,0.994,0.71,0.42,14.15,4.52,0.3,0.317,1965.4,1052.1,0.535,-0.0786,8.0,torsion,-1.0
79.91,0.688,0.36,0.52,10.65,7.6,0.16,0.122,1619.0,866.2,0.535,-0.112,6.1,torsion,0.0
88.11,0.342,1.31,1.82,3.49,1.57,2.93,0.434,1325.8,672.1,0.507,-0.1119,6.31,axial,0.1
85.38,0.631,1.01,1.15,8.85,2.06,0.84,0.079,1509.8,702.6,0.465,-0.0566,8.0,torsion,0.0
82.61,0.36,0.93,1.34,2.77,9.52,2.36,0.119,1306.6,681.5,0.522,-0.0731,8.0,axial,0.1
81.31,0.531,0.88,0.62,8.07,7.21,0.98,0.39,1481.6,803.1,0.542,-0.0956,7.16,torsion,0.1
86.93,0.169,1.27,0.56,1.49,7.7,1.42,0.454,993.7,476.7,0.48,-0.0876,8.0,torsion,-1.0
73.18,0.848,1.16,1.75,17.51,3.2,2.15,0.197,2040.2,1171.7,0.574,-0.0864,8.0,rotating_bending,0.0
68.43,0.888,1.43,1.72,16.25,9.77,1.38,0.126,2181.6,1180.8,0.541,-0.0847,8.0,axial,-1.0
83.67,1.17,1.38,0.57,6.64,5.09,1.08,0.399,2099.3,1052.3,0.501,-0.0807,8.0,torsion,0.0
85.46,0.977,0.29,1.51,7.84,3.54,0.15,0.244,1730.7,888.5,0.513,-0.0688,8.0,torsion,-1.0
72.8,0.107,1.29,0.32,16.87,7.53,0.97,0.123,1261.3,603.8,0.479,-0.1009,7.58,rotating_bending,0.1
83.39,0.754,0.33,1.2,10.62,3.58,0.11,0.019,1610.6,791.8,0.492,-0.0878,8.0,torsion,-1.0
82.56,0.87,0.48,0.51,10.01,3.92,1.33,0.323,1753.5,900.6,0.514,-0.0778,8.0,axial,-1.0
74.3,0.862,0.85,1.45,15.72,5.19,1.24,0.382,1987.7,1168.0,0.588,-0.1132,5.96,rotating_bending,0.0
78.66,1.032,0.66,0.81,14.32,4.03,0.01,0.48,2030.7,1088.6,0.536,-0.0658,8.0,torsion,-1.0
68.19,0.932,1.37,1.0,17.16,10.39,0.89,0.08,2139.3,1168.1,0.546,-0.08,8.0,torsion,0.1
75.88,0.171,1.3,0.83,17.48,1.41,2.87,0.046,1308.6,683.6,0.522,-0.1122,6.57,rotating_bending,-1.0
87.72,0.676,0.65,0.83,4.53,4.12,1.38,0.096,1427.4,684.4,0.479,-0.0758,8.0,axial,0.1
79.56,0.521,1.49,1.1,9.97,6.36,0.97,0.038,1516.6,832.2,0.549,-0.0668,8.0,torsion,0.0
79.82,0.943,0.98,1.0,4.57,10.32,2.1,0.274,1915.6,944.0,0.493,-0.1034,6.93,axial,-1.0
82.32,0.81,1.38,0.99,3.74,7.78,2.61,0.374,1818.6,981.4,0.54,-0.0828,8.0,torsion,0.1
75.2,0.211,0.59,0.96,9.2,11.15,2.62,0.067,1286.7,633.7,0.493,-0.0781,8.0,torsion,0.1
84.65,0.802,1.27,1.19,3.75,6.3,1.67,0.371,1692.2,777.9,0.46,-0.0929,8.0,rotating_bending,-1.0
86.53,1.122,1.1,1.6,3.02,5.03,1.46,0.128,1905.5,951.9,0.5,-0.0868,8.0,rotating_bending,0.0
78.99,1.181,0.65,0.92,5.73,10.74,1.49,0.3,2158.9,994.8,0.461,-0.0825,8.0,axial,-1.0
75.11,0.7,0.76,0.38,15.88,5.33,1.77,0.07,1773.6,1042.7,0.588,-0.1021,6.62,rotating_bending,-1.0
74.18,0.259,0.12,1.61,15.75,7.37,0.56,0.143,1330.5,700.3,0.526,-0.0577,8.0,torsion,0.0
82.03,1.113,0.25,0.96,4.07,10.16,0.93,0.496,2006.3,1061.0,0.529,-0.1107,6.11,torsion,0.0
82.76,0.476,0.36,1.05,2.98,11.78,0.29,0.295,1297.2,630.4,0.486,-0.0827,8.0,rotating_bending,0.0
71.27,0.688,0.5,1.9,13.72,11.67,0.11,0.143,1836.8,891.1,0.485,-0.0845,8.0,axial,0.0
85.15,0.848,0.65,0.93,8.2,2.12,1.9,0.182,1681.3,921.2,0.548,-0.0696,8.0,torsion,0.0
85.4,0.469,0.39,1.62,8.76,2.7,0.59,0.083,1263.9,631.3,0.499,-0.0879,8.0,torsion,0.0
89.07,1.059,1.31,1.07,0.28,5.12,1.82,0.279,1888.2,924.9,0.49,-0.1058,6.61,axial,0.0
82.78,0.26,1.15,0.88,12.78,0.57,1.22,0.353,1265.1,685.4,0.542,-0.0797,8.0,rotating_bending,0.0
78.87,0.605,0.94,1.1,12.57,5.2,0.61,0.107,1585.1,725.9,0.458,-0.0969,7.9,rotating_bending,0.0
85.36,0.618,0.54,1.12,5.72,4.33,2.01,0.316,1494.4,808.9,0.541,-0.0845,8.0,rotating_bending,-1.0
84.63,0.483,1.09,1.44,3.53,8.06,0.76,0.009,1331.6,657.6,0.494,-0.0763,8.0,rotating_bending,0.0
83.35,0.655,1.43,1.31,11.84,0.77,0.5,0.15,1649.3,809.5,0.491,-0.0936,7.84,torsion,0.0
82.88,0.343,1.43,1.38,2.81,8.67,2.17,0.333,1339.1,602.4,0.45,-0.0905,8.0,axial,-1.0
69.44,0.852,0.81,0.34,16.65,10.22,1.57,0.114,2050.1,1050.1,0.512,-0.0846,8.0,axial,-1.0
75.88,0.711,1.35,1.41,8.55,10.26,1.41,0.434,1817.5,885.7,0.487,-0.1073,6.83,torsion,0.1
81.33,1.072,1.41,0.39,9.02,4.5,1.88,0.397,2099.7,1134.6,0.54,-0.1069,6.48,torsion,0.1
88.18,0.747,1.43,0.88,1.95,6.08,0.26,0.485,1514.7,641.6,0.424,-0.0698,8.0,axial,0.0
80.49,0.126,0.97,1.29,5.06,10.92,0.91,0.225,1064.2,566.9,0.533,-0.0925,7.32,rotating_bending,0.1
82.96,0.495,0.94,1.17,12.5,0.67,0.85,0.41,1457.1,691.1,0.474,-0.0637,8.0,axial,0.0
92.79,1.01,0.61,1.34,2.75,0.79,0.65,0.064,1653.0,791.7,0.479,-0.0676,8.0,axial,-1.0
90.25,0.234,1.01,1.88,2.77,2.16,1.3,0.403,976.9,450.5,0.461,-0.0998,7.37,torsion,0.0
76.21,0.119,0.21,1.39,8.37,11.65,2.04,0.005,1063.8,491.3,0.462,-0.0596,8.0,rotating_bending,0.0
84.77,0.315,0.46,0.35,5.34,7.02,1.26,0.485,1152.6,515.6,0.447,-0.0795,8.0,axial,-1.0
85.48,0.766,1.03,0.83,5.76,4.07,2.04,0.029,1610.8,723.0,0.449,-0.0625,8.0,rotating_bending,0.1
78.06,0.237,0.67,1.71,11.9,4.74,2.23,0.449,1351.5,789.6,0.584,-0.0923,7.34,axial,0.0
78.17,0.713,1.02,0.63,7.03,11.36,0.74,0.334,1710.1,930.4,0.544,-0.0708,8.0,axial,0.0
84.51,0.341,1.16,1.25,5.4,4.8,2.07,0.453,1345.6,621.4,0.462,-0.0807,8.0,rotating_bending,-1.0
84.17,0.972,0.2,1.47,3.15,7.16,2.51,0.378,1846.3,993.7,0.538,-0.0797,8.0,rotating_bending,-1.0
70.6,0.73,0.54,0.39,17.08,7.7,2.63,0.338,2001.8,1081.8,0.54,-0.0842,8.0,rotating_bending,0.0
68.93,1.154,0.46,1.79,16.63,8.04,2.79,0.199,2413.7,1202.1,0.498,-0.0606,8.0,torsion,-1.0
85.81,0.089,1.28,1.09,1.68,8.48,1.47,0.095,961.9,406.0,0.422,-0.0899,8.0,axial,-1.0
69.17,1.137,0.95,0.73,16.63,9.3,1.72,0.348,2397.5,1275.8,0.532,-0.0722,8.0,rotating_bending,-1.0
74.5,0.939,0.34,1.6,13.49,6.47,2.6,0.066,2053.2,1123.0,0.547,-0.088,8.0,rotating_bending,0.1
88.58,0.34,0.62,0.48,4.53,3.26,2.16,0.024,1075.8,478.5,0.445,-0.097,7.82,axial,0.1
71.71,0.685,0.6,1.94,17.34,5.32,2.39,0.007,1902.0,1056.6,0.556,-0.0704,8.0,rotating_bending,0.1
83.27,0.12,0.32,1.05,9.11,4.57,1.32,0.235,997.2,537.0,0.539,-0.0737,8.0,torsion,-1.0
74.76,0.895,0.76,0.66,9.66,11.5,1.77,0.006,1964.4,902.9,0.46,-0.0554,8.0,axial,0.1
76.13,0.467,1.13,0.48,14.21,6.39,0.88,0.328,1528.9,724.7,0.474,-0.089,8.0,rotating_bending,-1.0
74.93,0.988,0.66,1.89,17.1,1.38,2.87,0.184,2168.1,1246.7,0.575,-0.1129,6.17,torsion,0.0
79.33,0.788,1.0,1.83,9.15,4.93,2.6,0.371,1834.3,907.2,0.495,-0.0754,8.0,axial,0.1
80.61,0.932,1.42,0.67,13.89,0.24,2.01,0.235,1917.8,992.7,0.518,-0.0633,8.0,torsion,-1.0
79.18,0.076,0.95,0.93,7.48,9.98,0.93,0.472,1113.4,581.0,0.522,-0.0999,6.99,torsion,0.0
85.74,1.01,1.17,0.86,9.61,0.74,0.63,0.243,1845.8,845.3,0.458,-0.0644,8.0,torsion,0.1
86.4,0.44,0.89,1.31,6.7,3.36,0.82,0.087,1235.5,622.8,0.504,-0.0809,8.0,axial,0.1
78.65,0.154,1.03,0.78,11.52,7.29,0.46,0.103,1140.1,595.2,0.522,-0.1073,6.53,axial,0.1
76.16,1.011,0.56,1.13,16.94,2.73,1.17,0.303,2095.6,1244.3,0.594,-0.0684,8.0,rotating_bending,-1.0
77.47,0.079,0.64,0.54,12.79,7.93,0.13,0.418,1106.2,541.1,0.489,-0.0891,8.0,rotating_bending,0.0
78.97,0.544,0.72,0.41,7.23,9.18,2.75,0.207,1609.7,905.1,0.562,-0.099,6.81,torsion,0.0
84.83,0.393,1.02,1.72,10.05,0.37,1.38,0.231,1300.3,673.4,0.518,-0.0747,8.0,axial,0.1
81.36,0.627,0.92,0.88,12.03,2.74,0.95,0.481,1576.9,843.1,0.535,-0.0567,8.0,rotating_bending,-1.0
80.01,0.717,0.1,1.83,10.26,4.39,2.49,0.2,1654.1,775.7,0.469,-0.0657,8.0,torsion,0.1
78.99,0.554,1.12,1.82,12.14,2.45,2.8,0.132,1617.6,792.6,0.49,-0.097,7.75,torsion,0.1
85.85,0.745,1.24,1.59,4.72,2.94,2.9,0.004,1660.2,895.5,0.539,-0.103,6.59,torsion,0.0
75.17,0.105,0.96,0.68,16.28,5.7,0.67,0.427,1208.1,699.5,0.579,-0.0965,7.1,axial,-1.0
77.14,0.45,0.26,0.37,13.04,7.74,0.85,0.148,1399.4,799.1,0.571,-0.0557,8.0,axial,-1.0
91.45,0.973,1.13,0.81,1.05,1.71,2.51,0.366,1723.1,862.8,0.501,-0.0687,8.0,rotating_bending,0.0
77.36,0.065,1.06,0.33,12.72,7.63,0.45,0.383,1134.4,533.2,0.47,-0.0654,8.0,rotating_bending,0.0
81.51,0.842,1.39,0.88,9.05,5.56,0.47,0.295,1822.9,985.7,0.541,-0.0844,8.0,torsion,0.1
82.16,1.144,1.42,0.55,3.19,10.35,1.18,0.002,2060.4,929.5,0.451,-0.0791,8.0,torsion,0.1
91.6,0.949,1.46,0.84,0.67,4.33,0.05,0.096,1649.7,710.6,0.431,-0.1067,6.91,axial,0.0
88.44,0.125,0.71,0.53,4.91,2.29,2.65,0.354,934.9,509.7,0.545,-0.092,7.42,torsion,-1.0
85.79,0.488,0.13,1.53,6.3,3.76,1.79,0.218,1263.5,699.8,0.554,-0.0883,7.62,torsion,0.1
83.78,0.928,1.06,0.85,9.82,1.77,1.36,0.441,1898.1,962.9,0.507,-0.0646,8.0,rotating_bending,0.0
87.76,0.271,0.91,1.16,7.18,1.44,1.25,0.036,1077.9,509.8,0.473,-0.0595,8.0,torsion,0.1
78.75,0.922,0.84,1.5,4.68,11.3,1.59,0.416,1912.0,917.6,0.48,-0.109,6.65,torsion,-1.0
71.76,0.597,0.37,1.37,17.63,5.57,2.45,0.254,1816.7,1099.9,0.605,-0.0679,8.0,torsion,0.0
76.26,0.677,0.41,1.05,8.72,9.98,2.69,0.207,1736.8,803.4,0.463,-0.0633,8.0,rotating_bending,0.0
77.74,0.765,0.13,0.98,17.75,1.21,1.27,0.154,1762.2,987.1,0.56,-0.0948,7.43,axial,0.1
83.76,0.087,0.29,1.47,3.82,10.29,0.18,0.108,893.9,467.9,0.523,-0.089,7.55,rotating_bending,0.0
79.64,0.26,0.95,1.53,5.66,9.95,1.81,0.195,1332.8,612.1,0.459,-0.0908,8.0,torsion,0.0
69.85,0.71,1.42,1.53,12.41,11.62,2.4,0.068,2029.8,1037.3,0.511,-0.0571,8.0,torsion,-1.0
73.77,0.178,0.74,1.48,17.96,3.89,1.54,0.44,1344.5,820.0,0.61,-0.0857,7.91,torsion,0.1
85.27,0.764,0.1,1.88,6.51,4.76,0.52,0.189,1548.0,806.8,0.521,-0.067,8.0,rotating_bending,-1.0
72.94,0.514,1.09,1.16,14.47,8.55,1.1,0.168,1692.0,987.0,0.583,-0.103,6.52,axial,0.0
69.65,1.086,0.28,0.97,15.33,10.88,1.52,0.297,2218.6,1251.9,0.564,-0.065,8.0,torsion,0.0
85.96,0.134,0.75,0.81,11.03,0.52,0.37,0.433,1049.1,578.7,0.552,-0.0872,7.88,torsion,-1.0
82.55,0.7,1.31,1.7,2.2,10.18,1.24,0.127,1650.1,846.3,0.513,-0.0891,7.67,torsion,-1.0
70.4,0.445,0.93,0.62,15.98,9.7,1.56,0.362,1667.3,988.8,0.593,-0.1073,6.29,rotating_bending,0.0
86.88,0.708,0.53,1.14,9.03,0.28,1.07,0.37,1532.0,780.8,0.51,-0.1003,7.11,axial,0.1
73.92,1.043,0.84,1.2,17.31,3.85,1.44,0.406,2180.2,1106.1,0.507,-0.073,8.0,axial,0.1
85.35,1.111,0.28,0.84,0.99,8.44,2.67,0.318,1964.8,1047.0,0.533,-0.1073,6.26,axial,-1.0
76.13,1.014,1.3,1.71,14.38,4.35,0.65,0.464,2121.8,1176.7,0.555,-0.0974,7.15,rotating_bending,0.1
80.46,0.131,1.21,1.32,10.31,5.5,0.83,0.232,1093.1,550.3,0.503,-0.08,8.0,axial,0.1
71.9,0.217,1.08,0.34,15.42,8.33,2.3,0.418,1459.0,802.6,0.55,-0.0619,8.0,axial,0.0
86.81,0.165,0.59,0.99,0.3,9.78,1.08,0.29,951.7,402.9,0.423,-0.1045,7.24,rotating_bending,0.0
77.2,0.113,0.34,1.08,14.65,4.57,1.62,0.446,1178.9,664.9,0.564,-0.0579,8.0,torsion,-1.0
73.05,0.083,1.34,1.57,17.86,4.76,1.25,0.086,1289.1,640.8,0.497,-0.0803,8.0,rotating_bending,-1.0
80.5,0.239,0.43,1.15,4.88,11.37,1.39,0.029,1123.9,563.9,0.502,-0.0982,7.13,rotating_bending,0.0
90.73,1.068,0.16,0.59,2.11,2.16,2.91,0.276,1818.1,888.0,0.488,-0.0559,8.0,axial,0.1
85.27,0.81,0.57,0.95,10.7,0.84,0.77,0.098,1640.1,843.2,0.514,-0.092,7.73,rotating_bending,-1.0
79.29,0.8,0.29,1.18,13.83,1.97,2.26,0.38,1809.4,883.4,0.488,-0.1139,6.63,rotating_bending,0.1
89.21,0.272,1.25,1.26,4.76,1.56,1.49,0.204,1114.2,582.3,0.523,-0.0985,6.97,rotating_bending,-1.0
82.84,0.871,0.51,0.85,7.88,3.69,2.95,0.407,1832.1,883.8,0.482,-0.1147,6.49,axial,0.1
73.07,0.331,0.26,1.21,15.44,8.84,0.65,0.2,1465.6,835.0,0.57,-0.0604,8.0,rotating_bending,-1.0
77.63,0.136,1.24,1.78,11.51,5.37,1.99,0.353,1268.9,728.0,0.574,-0.0576,8.0,torsion,-1.0
85.66,0.968,1.45,0.56,0.33,10.43,0.59,0.021,1773.1,760.1,0.429,-0.0967,7.69,rotating_bending,-1.0
80.85,0.159,1.12,1.56,11.88,2.74,1.27,0.423,1166.9,635.1,0.544,-0.071,8.0,torsion,0.1
71.29,0.567,1.16,0.42,12.12,11.97,2.34,0.145,1804.3,1038.1,0.575,-0.0803,8.0,rotating_bending,0.1
73.68,0.234,1.1,1.49,17.41,3.6,2.27,0.217,1414.3,793.2,0.561,-0.066,8.0,rotating_bending,-1.0
71.53,0.305,1.16,0.83,16.6,7.88,1.31,0.395,1522.0,800.5,0.526,-0.0588,8.0,torsion,0.0
70.93,0.098,0.74,1.66,13.89,11.03,1.6,0.05,1318.6,710.0,0.538,-0.0683,8.0,axial,-1.0
71.34,0.249,0.12,1.31,15.96,8.05,2.95,0.032,1442.0,858.7,0.596,-0.0695,8.0,torsion,0.0
71.96,0.188,0.84,0.91,14.26,9.1,2.73,0.007,1374.7,791.8,0.576,-0.0587,8.0,torsion,0.1
81.22,0.886,1.08,1.52,8.18,5.69,1.4,0.017,1826.6,991.3,0.543,-0.0985,6.9,axial,-1.0
85.48,0.188,1.08,0.31,8.48,1.43,2.55,0.479,1119.9,644.1,0.575,-0.0885,7.64,axial,0.0
85.96,0.74,0.59,1.05,1.16,9.55,0.72,0.23,1606.6,803.1,0.5,-0.0735,8.0,torsion,0.0
66.64,0.656,0.23,0.98,17.23,11.95,2.19,0.114,1885.3,944.9,0.501,-0.0901,8.0,rotating_bending,-1.0
92.28,0.88,1.34,1.35,2.35,1.38,0.14,0.284,1619.5,789.7,0.488,-0.0959,7.28,axial,0.0
90.95,0.39,1.32,0.31,0.38,5.59,0.72,0.345,1106.4,523.0,0.473,-0.1104,6.39,torsion,-1.0
87.39,0.496,0.36,1.65,7.49,1.12,1.45,0.045,1275.1,685.4,0.538,-0.0595,8.0,torsion,-1.0
72.52,0.434,0.48,1.23,12.99,11.92,0.39,0.025,1502.2,803.3,0.535,-0.0651,8.0,axial,-1.0
94.43,0.151,1.09,0.91,0.82,1.89,0.41,0.295,814.4,381.8,0.469,-0.0897,7.95,rotating_bending,-1.0
82.66,0.915,0.23,0.85,6.97,7.47,0.47,0.43,1775.8,869.3,0.49,-0.06,8.0,rotating_bending,-1.0
86.69,0.366,0.3,0.31,9.58,1.29,1.18,0.295,1143.7,619.3,0.541,-0.0582,8.0,rotating_bending,0.1
77.54,0.229,1.44,0.36,17.6,0.06,2.62,0.154,1361.9,831.3,0.61,-0.096,7.04,axial,0.1
91.19,0.832,1.11,0.44,1.92,1.53,2.71,0.263,1597.3,855.2,0.535,-0.0657,8.0,axial,0.0
79.24,1.055,0.47,0.65,4.76,10.92,2.75,0.164,2029.3,1060.6,0.523,-0.0745,8.0,rotating_bending,-1.0
90.15,0.391,0.81,1.44,0.47,4.52,2.09,0.126,1149.5,579.2,0.504,-0.0699,8.0,torsion,0.0
80.9,0.276,1.0,1.08,14.26,0.29,1.83,0.365,1312.7,784.9,0.598,-0.0743,8.0,axial,-1.0
71.0,0.174,1.0,1.19,16.18,8.72,1.53,0.202,1359.6,656.8,0.483,-0.0805,8.0,axial,-1.0
88.66,0.29,0.28,0.62,0.57,8.09,1.2,0.281,997.4,482.8,0.484,-0.0567,8.0,rotating_bending,0.1
70.45,0.531,0.44,1.11,16.57,8.69,1.99,0.221,1729.6,964.9,0.558,-0.0818,8.0,axial,0.0
90.43,0.282,1.23,0.39,1.25,5.29,0.76,0.373,1041.5,505.0,0.485,-0.0686,8.0,axial,0.1
79.66,0.902,1.31,0.89,6.12,10.8,0.15,0.175,1860.1,935.4,0.503,-0.0976,7.14,axial,-1.0
68.39,0.553,1.46,1.92,13.92,11.19,2.12,0.448,1878.3,958.1,0.51,-0.0943,7.88,torsion,0.0
78.59,0.957,1.16,0.89,8.17,7.14,2.92,0.164,2016.7,1155.4,0.573,-0.0748,8.0,axial,0.0
71.43,0.776,0.54,0.69,15.82,10.03,0.69,0.018,1901.4,1071.4,0.563,-0.0781,8.0,rotating_bending,-1.0
86.78,0.725,0.73,1.62,3.76,5.44,0.47,0.479,1568.9,788.1,0.502,-0.0896,7.81,torsion,0.1
83.14,0.134,1.22,0.67,5.83,6.23,2.35,0.419,1146.7,592.0,0.516,-0.0908,7.81,torsion,0.1
88.82,0.333,1.22,1.34,6.78,0.02,1.34,0.138,1198.5,638.7,0.533,-0.104,6.56,torsion,0.0
80.45,0.746,0.78,0.48,5.0,10.68,1.65,0.207,1642.4,731.4,0.445,-0.0722,8.0,rotating_bending,0.1
80.79,0.756,0.81,1.04,10.68,2.8,2.82,0.294,1763.6,998.4,0.566,-0.1053,6.5,rotating_bending,0.0
70.83,1.165,0.8,0.6,11.86,11.71,2.62,0.431,2326.0,1368.4,0.588,-0.0614,8.0,torsion,-1.0
69.55,0.759,0.81,1.99,17.7,7.62,1.33,0.246,1991.0,1047.8,0.526,-0.1105,6.59,rotating_bending,0.0
84.02,0.275,0.78,1.63,8.74,4.03,0.25,0.275,1171.9,553.7,0.472,-0.0781,8.0,rotating_bending,0.1
68.76,0.178,0.4,1.1,17.44,9.26,2.69,0.167,1432.9,880.6,0.615,-0.0749,8.0,rotating_bending,-1.0
80.1,0.943,0.85,1.66,10.72,3.77,1.68,0.267,1946.9,1083.9,0.557,-0.0561,8.0,rotating_bending,0.1
88.66,0.928,0.24,1.62,6.69,0.47,1.09,0.305,1654.3,801.9,0.485,-0.0706,8.0,rotating_bending,0.1
73.26,1.137,1.01,0.67,13.12,7.75,2.96,0.107,2344.0,1288.6,0.55,-0.0682,8.0,axial,0.0
74.15,0.487,1.34,0.99,11.25,10.67,0.63,0.491,1644.3,837.5,0.509,-0.0577,8.0,rotating_bending,0.1
75.66,0.728,0.58,1.36,16.39,3.29,1.52,0.479,1906.6,969.0,0.508,-0.0718,8.0,axial,0.0
86.81,1.062,1.3,0.94,8.32,0.15,1.2,0.23,1923.3,985.0,0.512,-0.073,8.0,axial,-1.0
92.86,0.106,0.25,0.52,1.65,2.14,2.07,0.415,780.4,371.1,0.476,-0.0734,8.0,torsion,0.1
68.58,1.169,0.59,1.74,17.02,10.38,0.2,0.325,2375.6,1285.9,0.541,-0.0577,8.0,torsion,0.0
78.31,0.983,1.18,0.55,8.35,9.3,1.01,0.317,2012.6,912.6,0.453,-0.0785,8.0,torsion,0.0
80.51,1.005,0.6,0.78,15.14,0.6,1.19,0.185,1982.6,1115.6,0.563,-0.1112,6.19,torsion,0.0
79.11,0.656,1.36,0.83,10.33,6.01,1.47,0.228,1697.6,816.9,0.481,-0.0697,8.0,rotating_bending,0.0
88.01,1.155,0.27,1.55,2.31,4.58,1.76,0.369,1984.6,990.9,0.499,-0.0968,7.26,axial,0.1
67.4,0.132,0.16,0.67,17.48,11.75,1.96,0.44,1467.3,764.3,0.521,-0.0567,8.0,axial,-1.0
76.69,0.166,0.26,1.27,14.06,4.4,2.93,0.217,1251.7,708.7,0.566,-0.0651,8.0,rotating_bending,-1.0
91.21,0.645,1.3,1.41,3.4,0.76,1.27,0.008,1361.0,622.9,0.458,-0.0929,7.91,axial,0.0
77.47,0.331,1.27,1.34,16.44,2.78,0.36,0.003,1400.1,770.3,0.55,-0.0965,7.23,axial,0.1
81.87,0.588,0.89,1.65,10.08,4.3,0.26,0.365,1538.0,842.2,0.548,-0.0568,8.0,torsion,-1.0
80.28,0.967,1.0,1.63,7.78,7.14,1.05,0.163,1932.8,901.1,0.466,-0.1029,7.22,torsion,0.0
87.12,0.829,0.86,0.98,7.75,0.69,1.36,0.398,1726.4,852.0,0.494,-0.092,7.91,axial,0.1
82.54,0.293,0.65,0.41,4.07,9.51,2.41,0.104,1174.2,523.4,0.446,-0.0555,8.0,rotating_bending,-1.0
85.04,0.995,0.82,1.52,5.6,3.67,2.0,0.353,1881.3,1034.4,0.55,-0.1015,6.64,torsion,-1.0
87.41,0.338,0.21,0.99,6.73,3.25,0.89,0.18,1123.0,533.5,0.475,-0.0871,8.0,torsion,-1.0
74.13,0.363,1.38,1.71,17.65,3.89,0.71,0.165,1552.7,922.4,0.594,-0.095,7.1,torsion,0.0
81.09,0.222,0.91,1.43,12.98,3.06,0.27,0.039,1192.8,572.1,0.48,-0.0996,7.46,rotating_bending,-1.0
74.92,0.746,1.05,1.39,15.5,5.84,0.4,0.145,1846.0,1007.2,0.546,-0.0782,8.0,axial,0.0
75.4,0.835,0.99,1.8,10.55,9.34,0.75,0.339,1928.2,1048.1,0.544,-0.0715,8.0,rotating_bending,-1.0
80.47,0.719,0.28,1.94,14.61,1.32,0.37,0.297,1694.5,860.1,0.508,-0.1129,6.43,torsion,0.1
79.35,0.16,0.32,0.45,6.86,10.1,2.72,0.036,1167.3,595.3,0.51,-0.075,8.0,rotating_bending,0.1
