Fe,C,Si,Mn,Cr,Ni,Mo,V,W,Cu,CE_IIW,Pcm,Ac1_C,Ac3_C,Ms_C,treatment_type,cooling_medium,hardness_HRC,hardenability_mm,weldability
84.46,0.841,0.19,0.86,5.31,3.99,1.09,0.454,2.73,0.06,2.625,1.344,763.0,753.0,14.0,normalizing,air,39.7,105.6,poor
71.22,0.81,0.95,0.39,14.56,4.8,1.84,0.853,4.55,0.03,4.648,1.879,944.0,843.0,-91.0,annealing,furnace,25.7,172.4,poor
80.94,0.522,0.82,1.8,0.5,7.94,2.87,0.542,3.59,0.47,2.166,1.066,629.0,826.0,95.0,quenching,oil,62.0,153.8,poor
78.42,0.72,0.4,1.88,6.47,7.36,0.62,0.694,3.24,0.2,3.094,1.395,724.0,735.0,-36.0,normalizing,air,35.7,118.5,poor
83.89,0.633,0.87,1.94,2.2,6.92,0.97,0.516,1.81,0.25,2.171,1.113,663.0,766.0,56.0,quenching,water,65.4,104.7,poor
80.36,0.59,1.88,1.23,0.62,7.28,2.77,0.18,4.86,0.22,2.011,1.081,687.0,833.0,95.0,quenching,air,66.8,144.5,poor
77.92,0.5,0.14,1.65,13.29,1.3,1.66,0.832,2.31,0.39,4.045,1.488,931.0,892.0,81.0,normalizing,air,32.4,153.0,poor
82.21,0.464,1.4,1.4,8.99,1.46,0.89,0.991,2.17,0.03,2.971,1.215,894.0,943.0,159.0,normalizing,air,33.4,105.7,poor
78.82,0.405,1.76,0.93,8.27,3.19,0.66,0.691,4.83,0.45,2.727,1.112,885.0,904.0,178.0,tempering,air,37.2,96.4,poor
72.66,0.462,1.08,1.37,10.92,6.57,2.62,0.025,3.98,0.31,3.863,1.415,843.0,806.0,34.0,annealing,furnace,20.9,187.4,poor
73.05,0.324,1.73,1.29,14.0,5.28,2.22,0.222,1.72,0.15,4.19,1.412,922.0,885.0,83.0,normalizing,air,22.4,182.3,poor
76.65,0.616,0.94,0.35,11.61,6.77,1.59,0.173,1.24,0.06,3.805,1.485,840.0,758.0,-4.0,quenching,oil,64.5,153.7,poor
81.29,1.064,1.01,0.49,3.82,7.6,1.53,0.516,2.63,0.06,2.829,1.596,704.0,732.0,-118.0,tempering,air,40.1,126.5,poor
81.94,0.935,1.21,1.55,8.59,1.92,1.45,0.773,1.15,0.48,3.516,1.712,866.0,865.0,-52.0,tempering,air,52.7,133.3,poor
82.24,0.363,1.59,1.04,4.95,7.24,0.45,0.264,1.72,0.13,2.161,0.899,735.0,791.0,163.0,normalizing,air,24.5,89.9,poor
74.47,0.867,1.26,1.36,8.56,5.96,2.83,0.674,3.72,0.3,3.923,1.775,817.0,846.0,-99.0,quenching,oil,65.7,187.3,poor
72.05,1.137,1.25,0.61,11.55,5.21,2.8,0.272,4.85,0.28,4.529,2.102,895.0,787.0,-214.0,normalizing,air,52.6,196.4,poor
83.46,0.127,0.74,1.08,8.81,1.52,1.49,0.686,1.73,0.35,2.63,0.857,871.0,966.0,308.0,normalizing,air,20.4,113.3,poor
86.42,0.105,0.57,0.3,8.42,2.34,0.52,0.839,0.15,0.35,2.289,0.735,844.0,938.0,338.0,quenching,oil,34.9,77.1,poor
88.88,0.972,1.54,0.65,3.56,0.23,1.92,0.371,1.56,0.32,2.286,1.418,831.0,874.0,47.0,quenching,air,68.0,107.1,poor
84.23,0.246,1.85,0.36,1.43,6.71,1.48,0.939,2.31,0.46,1.553,0.724,702.0,934.0,277.0,normalizing,air,23.1,91.8,poor
86.79,0.595,1.04,0.65,5.79,1.31,1.42,0.646,1.28,0.47,2.394,1.156,834.0,892.0,164.0,quenching,water,67.3,100.2,poor
79.45,0.342,0.42,0.59,14.61,1.89,0.51,0.164,1.72,0.31,3.642,1.213,959.0,814.0,162.0,normalizing,air,28.3,113.5,poor
91.13,0.689,0.89,0.93,0.07,0.32,0.39,0.93,4.4,0.25,1.16,0.905,767.0,885.0,210.0,tempering,air,41.9,41.5,poor
85.35,1.037,0.76,1.11,1.62,5.17,0.34,0.327,4.21,0.07,2.03,1.345,704.0,703.0,-47.0,tempering,air,28.3,75.8,poor
85.88,0.679,0.82,1.18,2.03,7.74,0.1,0.483,1.05,0.03,1.917,1.053,649.0,715.0,54.0,quenching,oil,66.1,74.5,poor
83.07,1.184,1.52,0.73,7.4,0.4,1.6,0.099,3.97,0.03,3.153,1.765,907.0,812.0,-93.0,quenching,oil,63.8,122.4,poor
80.37,0.195,0.63,1.56,8.09,7.59,1.17,0.003,0.1,0.28,2.834,0.918,738.0,770.0,168.0,quenching,water,47.5,130.4,poor
72.49,0.97,1.83,0.69,11.08,6.62,2.51,0.412,3.13,0.28,4.343,1.951,868.0,813.0,-162.0,quenching,water,68.0,188.4,poor
79.4,0.881,0.47,1.05,6.33,5.99,2.0,0.476,3.26,0.13,3.226,1.553,756.0,762.0,-63.0,tempering,air,33.2,148.8,poor
80.04,0.865,1.93,1.45,6.18,7.34,0.69,0.965,0.22,0.32,3.184,1.592,750.0,818.0,-81.0,tempering,air,36.6,117.7,poor
86.87,1.088,0.4,1.72,2.54,3.85,1.5,0.472,1.44,0.13,2.541,1.532,707.0,754.0,-84.0,quenching,water,64.7,117.0,poor
83.69,0.769,0.85,0.7,6.45,1.87,2.63,0.694,1.88,0.47,2.995,1.454,834.0,897.0,62.0,annealing,furnace,28.2,145.8,poor
74.16,1.065,1.47,1.12,14.37,4.51,1.44,0.857,0.92,0.08,4.891,2.15,930.0,832.0,-210.0,tempering,air,46.3,170.5,poor
75.18,1.107,1.71,1.24,11.06,2.63,1.91,0.977,4.0,0.19,4.29,2.057,931.0,895.0,-162.0,normalizing,air,47.9,162.6,poor
89.84,1.142,1.96,0.67,1.0,2.65,1.47,0.093,0.7,0.49,1.974,1.466,753.0,796.0,-34.0,tempering,air,35.9,94.1,poor
79.62,0.976,0.31,1.59,6.18,7.96,0.9,0.471,1.71,0.29,3.301,1.629,700.0,679.0,-145.0,tempering,air,29.8,130.1,poor
90.5,0.856,1.04,1.85,2.49,0.19,1.15,0.555,1.27,0.08,2.022,1.247,785.0,860.0,79.0,annealing,furnace,25.0,88.3,poor
88.89,0.117,1.69,0.6,1.15,5.68,0.0,0.741,0.96,0.16,0.985,0.438,699.0,907.0,357.0,tempering,air,22.4,41.9,poor
72.27,0.689,1.01,1.61,11.12,5.63,2.07,0.515,4.63,0.45,4.104,1.665,861.0,820.0,-51.0,tempering,air,29.5,175.1,poor
70.38,0.973,0.36,1.23,14.54,5.88,2.92,0.776,2.62,0.3,5.238,2.159,887.0,809.0,-212.0,tempering,air,52.2,220.6,poor
70.88,0.658,1.2,0.7,11.99,7.44,2.38,0.493,4.18,0.09,4.248,1.669,858.0,812.0,-55.0,quenching,air,66.2,186.2,poor
78.24,0.582,0.44,0.74,8.78,3.23,2.6,0.226,4.98,0.18,3.253,1.331,858.0,831.0,87.0,tempering,air,34.8,158.8,poor
83.05,0.641,0.32,1.27,3.22,6.6,2.49,0.599,1.8,0.02,2.554,1.213,677.0,802.0,55.0,quenching,oil,65.5,147.6,poor
92.48,0.963,1.6,1.12,2.11,0.52,0.17,0.249,0.71,0.08,1.695,1.227,793.0,806.0,62.0,quenching,air,65.2,53.1,poor
87.15,0.57,0.8,1.91,0.2,4.2,2.33,0.736,1.84,0.27,1.838,1.015,674.0,879.0,146.0,tempering,air,26.7,123.0,poor
75.88,0.831,0.51,1.67,8.38,6.31,1.88,0.463,3.64,0.43,3.704,1.649,782.0,759.0,-91.0,quenching,air,67.0,161.8,poor
72.24,1.055,0.51,1.6,12.52,6.66,2.35,0.304,2.61,0.15,4.811,2.084,841.0,729.0,-243.0,annealing,furnace,31.2,201.9,poor
82.8,0.958,0.45,1.35,6.45,2.58,1.45,0.481,3.2,0.28,3.05,1.565,811.0,788.0,-42.0,tempering,air,49.9,123.7,poor
85.01,0.775,0.5,0.58,5.8,6.32,0.53,0.117,0.16,0.21,2.596,1.273,727.0,686.0,7.0,tempering,air,46.2,96.5,poor
82.09,0.728,1.22,0.45,2.62,7.32,1.38,0.419,3.75,0.02,2.175,1.179,702.0,767.0,46.0,normalizing,air,32.9,107.7,poor
73.33,0.571,1.93,0.78,14.72,6.56,0.8,0.791,0.25,0.27,4.418,1.666,915.0,851.0,-26.0,annealing,furnace,20.3,148.1,poor
79.82,0.718,1.44,1.88,7.66,0.91,1.77,0.995,4.42,0.39,3.204,1.496,891.0,948.0,56.0,tempering,air,56.0,133.3,poor
79.23,0.835,1.34,1.92,5.74,5.02,2.66,0.404,2.39,0.46,3.281,1.587,773.0,834.0,-51.0,annealing,furnace,25.3,169.6,poor
76.59,0.965,0.48,1.25,7.37,7.25,2.68,0.238,2.69,0.49,3.746,1.759,747.0,731.0,-145.0,normalizing,air,42.5,183.0,poor
74.2,0.569,1.25,1.18,14.33,7.69,0.24,0.298,0.04,0.21,4.265,1.57,863.0,735.0,-49.0,tempering,air,47.2,137.9,poor
86.2,0.714,0.92,1.97,0.76,6.14,0.07,0.604,2.15,0.46,1.771,1.072,656.0,751.0,58.0,normalizing,air,34.7,69.6,poor
81.34,0.19,0.53,1.6,5.48,4.84,2.84,0.724,2.27,0.18,2.6,0.913,751.0,936.0,237.0,annealing,furnace,10.5,156.7,poor
78.37,0.178,1.33,1.13,9.54,4.99,0.43,0.919,2.77,0.35,2.9,0.977,848.0,917.0,223.0,normalizing,air,19.0,100.4,poor
73.34,0.245,0.32,1.27,13.6,5.47,2.4,0.508,2.38,0.47,4.154,1.325,875.0,869.0,117.0,annealing,furnace,13.5,184.5,poor
84.52,0.559,0.56,0.88,8.11,0.39,1.07,0.494,3.04,0.37,2.692,1.174,884.0,863.0,163.0,quenching,oil,62.2,99.3,poor
80.74,0.188,1.55,1.47,12.32,0.89,1.52,0.604,0.24,0.48,3.412,1.129,951.0,988.0,239.0,normalizing,air,20.1,134.1,poor
83.46,0.832,0.93,1.22,4.24,3.57,1.31,0.288,3.93,0.2,2.455,1.322,777.0,783.0,25.0,normalizing,air,38.1,108.6,poor
81.28,0.339,1.1,0.84,5.27,3.54,2.62,0.549,4.03,0.42,2.432,0.991,805.0,927.0,224.0,annealing,furnace,14.0,139.3,poor
89.73,0.739,0.64,0.75,2.39,0.38,1.28,0.161,3.45,0.48,1.688,1.049,794.0,815.0,158.0,quenching,air,65.9,79.1,poor
71.09,1.046,0.39,1.84,14.37,7.25,2.36,0.09,1.1,0.46,5.23,2.18,846.0,693.0,-279.0,normalizing,air,37.8,215.9,poor
85.27,1.114,0.88,0.48,0.78,7.74,0.36,0.541,2.63,0.2,2.06,1.424,647.0,685.0,-96.0,annealing,furnace,27.9,77.8,poor
81.19,0.175,1.36,0.98,3.81,7.01,0.55,0.515,3.98,0.42,1.809,0.686,727.0,850.0,261.0,quenching,water,48.0,81.9,poor
90.96,1.086,0.37,1.9,0.16,2.05,0.25,0.946,2.12,0.16,1.822,1.355,699.0,790.0,-18.0,annealing,furnace,32.0,62.3,poor
72.83,0.153,1.69,1.4,11.0,7.5,0.78,0.59,3.8,0.26,3.376,1.078,845.0,878.0,160.0,normalizing,air,24.8,130.4,poor
87.89,0.652,1.66,1.08,2.98,3.8,0.65,0.472,0.74,0.09,1.91,1.068,755.0,832.0,122.0,normalizing,air,38.8,78.3,poor
86.16,0.456,0.81,1.18,5.19,2.08,1.07,0.908,1.71,0.45,2.253,1.02,801.0,906.0,203.0,tempering,air,42.2,92.1,poor
77.64,0.388,0.72,1.31,4.18,7.15,2.93,0.679,4.85,0.14,2.651,1.077,715.0,870.0,136.0,annealing,furnace,16.5,163.4,poor
88.02,0.694,1.49,1.66,0.24,2.27,2.65,0.258,2.36,0.35,1.776,1.097,733.0,884.0,132.0,annealing,furnace,24.7,125.4,poor
74.77,0.345,1.91,1.17,11.92,4.2,2.8,0.141,2.73,0.01,3.793,1.335,918.0,915.0,118.0,annealing,furnace,18.1,184.0,poor
72.89,1.17,1.33,1.71,13.51,6.71,1.63,0.704,0.02,0.32,5.092,2.282,862.0,772.0,-302.0,quenching,air,67.0,188.8,poor
81.39,0.809,1.42,0.47,13.12,1.41,0.03,0.43,0.45,0.48,3.728,1.628,964.0,815.0,-1.0,tempering,air,38.2,98.0,poor
88.65,0.911,1.03,1.99,0.73,3.55,1.19,0.77,0.95,0.22,2.033,1.308,694.0,826.0,13.0,tempering,air,31.9,96.7,poor
75.87,1.03,1.44,1.41,9.07,7.92,1.44,0.166,1.47,0.19,3.94,1.855,783.0,710.0,-200.0,annealing,furnace,27.8,159.8,poor
80.97,1.04,0.44,1.39,2.89,7.59,1.59,0.708,3.23,0.15,2.825,1.58,666.0,731.0,-125.0,normalizing,air,40.9,132.2,poor
77.17,1.071,0.49,0.51,12.59,4.01,0.97,0.051,3.03,0.1,4.152,1.884,900.0,697.0,-160.0,annealing,furnace,28.8,139.7,poor
87.45,0.773,1.68,1.09,2.2,2.45,2.94,0.111,0.8,0.5,2.202,1.266,765.0,874.0,87.0,quenching,water,66.1,140.5,poor
87.14,0.878,0.39,0.71,2.7,5.05,1.2,0.048,1.46,0.43,2.151,1.252,700.0,703.0,15.0,quenching,air,64.3,99.2,poor
79.63,1.071,1.12,1.14,14.01,0.07,1.67,0.791,0.32,0.18,4.572,2.066,985.0,884.0,-132.0,tempering,air,40.9,158.2,poor
79.72,0.843,1.45,1.33,8.31,3.83,1.42,0.333,2.52,0.24,3.349,1.577,847.0,810.0,-37.0,annealing,furnace,24.8,134.6,poor
74.88,0.481,1.34,0.32,13.2,2.41,2.62,0.454,3.88,0.41,3.977,1.482,970.0,922.0,104.0,tempering,air,36.5,172.0,poor
76.2,0.168,1.64,0.73,14.3,4.18,2.15,0.462,0.14,0.03,3.952,1.235,939.0,952.0,183.0,normalizing,air,17.9,168.3,poor
88.65,0.793,0.13,1.46,1.09,5.25,1.22,0.663,0.69,0.06,1.983,1.163,649.0,763.0,44.0,annealing,furnace,25.7,98.4,poor
79.56,0.801,0.44,1.11,8.28,7.13,1.58,0.132,0.51,0.46,3.49,1.545,751.0,703.0,-72.0,annealing,furnace,24.5,149.4,poor
78.9,0.78,1.9,1.15,7.47,6.2,2.27,0.516,0.32,0.49,3.469,1.605,793.0,846.0,-43.0,normalizing,air,43.5,162.3,poor
80.18,0.802,1.35,1.81,4.8,3.32,2.95,0.017,4.34,0.42,2.909,1.453,800.0,833.0,5.0,quenching,oil,68.0,165.1,poor
75.74,0.792,0.95,0.47,13.43,4.36,1.45,0.879,1.64,0.29,4.331,1.79,913.0,842.0,-61.0,annealing,furnace,26.6,153.5,poor
90.46,0.239,0.4,0.55,1.31,0.98,2.99,0.272,2.39,0.41,1.337,0.608,754.0,936.0,366.0,annealing,furnace,13.0,115.4,poor
78.62,0.909,1.55,1.86,8.42,0.85,2.48,0.314,4.5,0.49,3.552,1.711,909.0,884.0,-38.0,normalizing,air,42.7,161.8,poor
84.63,0.341,0.89,0.8,3.87,5.22,0.49,0.465,3.23,0.07,1.792,0.774,742.0,816.0,227.0,annealing,furnace,16.3,74.8,poor
71.58,0.85,1.26,0.67,13.65,6.27,0.21,0.344,4.98,0.19,4.231,1.769,913.0,726.0,-118.0,annealing,furnace,24.5,128.1,poor
82.49,1.011,0.98,1.99,3.44,5.18,2.41,0.873,1.53,0.1,3.039,1.655,715.0,838.0,-101.0,tempering,air,28.7,155.4,poor
80.14,0.615,0.98,1.71,6.91,2.66,1.83,0.647,4.05,0.45,2.986,1.333,835.0,879.0,82.0,normalizing,air,34.8,134.6,poor
83.92,0.207,1.46,1.28,4.51,2.97,0.27,0.323,4.83,0.24,1.654,0.657,813.0,880.0,304.0,normalizing,air,20.9,64.4,poor
85.12,0.635,1.34,1.45,2.86,0.27,2.38,0.982,4.7,0.25,2.156,1.169,824.0,981.0,169.0,quenching,oil,65.3,119.1,poor
87.53,0.574,0.89,0.89,2.14,3.03,0.04,0.509,4.24,0.16,1.473,0.867,756.0,804.0,189.0,annealing,furnace,20.8,49.5,poor
81.7,0.79,1.65,1.1,6.12,1.44,2.47,0.796,3.72,0.2,2.962,1.484,866.0,942.0,53.0,tempering,air,46.7,142.4,poor
90.61,0.402,0.68,0.45,3.66,2.22,0.18,0.11,1.35,0.34,1.436,0.707,775.0,795.0,270.0,annealing,furnace,18.5,50.0,poor
73.98,0.472,0.31,1.9,13.81,5.95,2.8,0.14,0.55,0.1,4.541,1.573,852.0,797.0,-12.0,quenching,water,62.6,210.3,poor
81.61,1.01,1.85,0.67,6.94,3.64,0.53,0.853,2.61,0.28,3.048,1.648,846.0,839.0,-61.0,normalizing,air,48.4,97.1,poor
83.99,0.13,0.87,0.88,10.71,0.1,1.98,0.346,0.49,0.49,2.924,0.932,925.0,973.0,311.0,quenching,oil,41.3,129.9,poor
73.89,0.484,0.49,1.43,11.74,6.89,0.93,0.525,3.32,0.31,3.841,1.404,829.0,770.0,20.0,tempering,air,48.4,143.2,poor
82.02,0.465,1.79,0.56,3.25,6.62,0.84,0.633,3.7,0.11,1.953,0.95,740.0,843.0,162.0,quenching,water,62.8,87.9,poor
88.97,0.668,1.61,1.24,1.01,2.81,0.99,0.808,1.45,0.45,1.654,1.05,739.0,888.0,149.0,tempering,air,56.6,76.8,poor
80.36,1.192,1.19,1.44,9.8,1.78,1.46,0.216,2.55,0.02,3.847,1.943,898.0,783.0,-170.0,tempering,air,37.3,143.3,poor
85.02,0.454,1.01,1.34,2.87,4.89,2.12,0.102,1.9,0.31,2.041,0.946,720.0,821.0,169.0,annealing,furnace,21.4,124.9,poor
87.97,0.729,1.3,1.64,1.83,4.67,0.26,0.261,1.06,0.28,1.802,1.081,706.0,759.0,74.0,annealing,furnace,24.6,71.5,poor
85.62,1.069,0.2,0.54,4.62,2.92,2.96,0.147,1.52,0.41,2.928,1.616,765.0,773.0,-60.0,annealing,furnace,29.8,155.5,poor
79.15,0.615,0.86,1.36,13.01,2.38,1.64,0.371,0.2,0.41,4.033,1.569,918.0,843.0,25.0,tempering,air,35.1,154.7,poor
75.79,0.314,1.59,1.85,8.56,6.08,2.38,0.787,2.27,0.37,3.399,1.245,810.0,932.0,121.0,normalizing,air,21.7,168.5,poor
80.94,0.92,0.63,1.79,9.26,3.15,1.83,0.295,0.71,0.48,3.737,1.721,834.0,784.0,-86.0,tempering,air,37.2,155.1,poor
81.37,0.964,1.5,0.88,10.56,3.78,0.46,0.201,0.13,0.17,3.616,1.707,876.0,755.0,-94.0,annealing,furnace,31.7,114.7,poor
81.17,0.197,0.9,1.95,11.08,1.58,0.86,0.948,1.1,0.22,3.219,1.067,900.0,961.0,228.0,tempering,air,29.6,115.8,poor
88.32,0.825,0.45,0.67,2.59,6.45,0.41,0.073,0.18,0.02,1.983,1.146,669.0,668.0,21.0,tempering,air,63.8,79.3,poor
79.24,0.719,1.48,1.96,5.13,6.17,0.28,0.87,3.89,0.26,2.731,1.344,756.0,810.0,2.0,tempering,air,25.5,97.8,poor
79.22,0.379,0.67,0.98,6.97,7.18,2.66,0.658,1.16,0.12,3.086,1.168,740.0,858.0,118.0,tempering,air,47.2,165.8,poor
77.04,0.4,1.74,1.6,10.08,1.17,2.31,0.361,4.97,0.34,3.316,1.268,943.0,952.0,161.0,quenching,water,58.4,153.3,poor
81.76,0.907,1.23,1.52,8.96,0.41,1.04,0.316,3.57,0.29,3.27,1.594,914.0,831.0,-14.0,tempering,air,66.9,115.9,poor
83.43,1.015,0.41,1.26,2.44,6.04,0.85,0.269,3.85,0.42,2.37,1.42,689.0,687.0,-72.0,tempering,air,42.5,100.0,poor
84.22,0.219,1.66,1.22,2.73,4.61,0.12,0.972,4.13,0.13,1.502,0.661,757.0,924.0,294.0,annealing,furnace,12.8,57.2,poor
77.71,0.603,1.38,1.92,9.71,5.21,2.36,0.51,0.16,0.44,3.816,1.548,824.0,862.0,-2.0,quenching,air,66.2,176.4,poor
82.01,1.183,0.87,1.44,6.9,1.86,2.79,0.627,2.25,0.07,3.615,1.912,837.0,853.0,-142.0,quenching,oil,66.3,168.7,poor
87.4,0.828,0.68,0.4,2.47,3.21,1.06,0.896,2.73,0.31,2.016,1.224,747.0,833.0,82.0,annealing,furnace,24.0,82.6,poor
74.87,0.407,1.09,0.48,12.04,6.27,2.01,0.531,1.95,0.34,3.845,1.379,864.0,853.0,80.0,tempering,air,32.4,163.6,poor
71.34,0.9,1.71,1.05,13.57,5.86,2.24,0.087,3.09,0.17,4.656,1.952,916.0,784.0,-158.0,quenching,water,67.0,191.9,poor
78.86,0.725,0.31,1.2,6.77,6.21,1.51,0.481,3.6,0.33,3.113,1.403,756.0,754.0,-7.0,normalizing,air,38.1,135.4,poor
74.94,0.885,0.77,1.79,14.56,2.31,0.56,0.832,2.91,0.44,4.557,1.909,956.0,823.0,-111.0,annealing,furnace,27.0,139.4,poor
77.06,1.078,1.04,1.32,9.05,5.19,1.73,0.406,2.7,0.44,3.909,1.895,826.0,763.0,-171.0,annealing,furnace,30.9,157.6,poor
86.35,0.881,1.63,1.45,2.14,4.76,2.25,0.137,0.28,0.13,2.353,1.364,717.0,805.0,-5.0,quenching,oil,66.3,134.2,poor
80.47,0.324,1.11,0.56,9.07,2.33,0.93,0.967,4.03,0.21,2.781,1.051,893.0,939.0,227.0,tempering,air,26.7,99.7,poor
86.14,0.669,0.1,1.49,7.7,2.54,0.06,0.199,0.81,0.29,2.698,1.213,806.0,733.0,72.0,normalizing,air,34.4,83.8,poor
82.35,0.326,0.55,1.74,8.74,4.33,0.26,0.657,0.78,0.26,2.854,1.037,804.0,829.0,164.0,normalizing,air,25.5,97.8,poor
85.32,0.793,0.88,1.66,2.3,6.5,1.1,0.154,0.81,0.49,2.245,1.241,669.0,720.0,2.0,quenching,water,67.2,107.8,poor
78.33,1.113,1.39,0.71,13.41,1.09,2.07,0.425,1.34,0.13,4.492,2.07,976.0,851.0,-150.0,quenching,air,64.7,167.7,poor
79.4,0.828,1.76,1.27,2.88,7.82,1.6,0.315,3.89,0.23,2.536,1.375,706.0,769.0,-35.0,normalizing,air,36.2,128.1,poor
76.21,0.984,1.71,1.22,8.02,5.47,2.33,0.171,3.7,0.17,3.669,1.775,830.0,793.0,-126.0,normalizing,air,45.6,168.9,poor
75.26,1.002,0.56,0.45,9.93,5.39,2.41,0.63,4.24,0.13,4.038,1.859,842.0,791.0,-132.0,annealing,furnace,27.4,173.1,poor
74.09,0.797,0.8,0.76,14.9,6.03,1.46,0.05,0.96,0.15,4.619,1.817,898.0,724.0,-120.0,tempering,air,26.1,170.9,poor
72.99,0.686,0.72,1.69,13.91,7.89,1.01,0.27,0.81,0.02,4.534,1.717,837.0,714.0,-118.0,tempering,air,28.3,167.0,poor
76.68,0.89,1.95,0.83,12.05,0.74,2.71,0.052,3.94,0.15,4.05,1.805,991.0,885.0,-42.0,quenching,water,64.6,175.6,poor
83.51,0.941,0.69,0.9,2.84,6.59,0.32,0.903,3.01,0.29,2.363,1.387,693.0,748.0,-40.0,quenching,oil,68.0,83.0,poor
89.02,0.834,0.68,0.89,2.6,3.71,0.33,0.653,0.85,0.43,1.975,1.202,724.0,777.0,59.0,quenching,water,68.0,68.4,poor
88.03,0.149,2.0,0.81,3.18,3.32,0.03,0.886,1.34,0.26,1.34,0.574,783.0,963.0,354.0,quenching,oil,41.4,46.0,poor
85.83,0.97,0.58,1.52,1.76,5.63,2.76,0.085,0.58,0.28,2.539,1.454,666.0,746.0,-59.0,annealing,furnace,28.2,153.7,poor
85.34,0.572,0.2,1.17,4.3,1.53,2.01,0.084,4.34,0.45,2.178,1.043,795.0,814.0,167.0,normalizing,air,27.6,116.2,poor
79.43,0.798,1.89,1.6,3.09,7.15,2.21,0.128,3.56,0.14,2.636,1.382,719.0,787.0,-28.0,tempering,air,25.6,147.2,poor
85.69,0.657,1.49,1.01,5.28,0.62,1.34,0.393,3.32,0.22,2.283,1.171,859.0,886.0,146.0,normalizing,air,35.2,97.3,poor
90.34,0.223,0.59,1.68,0.84,2.27,1.55,0.874,1.25,0.39,1.332,0.616,710.0,946.0,332.0,normalizing,air,21.2,86.0,poor
86.01,1.133,0.15,0.43,2.95,3.08,1.41,0.037,4.41,0.38,2.316,1.475,753.0,702.0,-54.0,tempering,air,46.7,101.4,poor
68.62,0.123,0.29,1.36,14.74,6.71,2.39,0.418,4.93,0.41,4.335,1.272,888.0,869.0,131.0,quenching,water,40.4,193.4,poor
73.26,0.827,1.94,0.72,11.93,4.72,2.85,0.134,3.6,0.02,4.244,1.807,921.0,844.0,-82.0,tempering,air,24.7,192.7,poor
84.86,0.148,0.27,1.61,8.25,1.0,1.13,0.064,2.63,0.05,2.373,0.751,857.0,871.0,302.0,normalizing,air,21.1,103.0,poor
81.37,0.827,1.82,1.83,1.92,7.22,1.57,0.268,3.04,0.14,2.374,1.334,690.0,774.0,-29.0,quenching,oil,68.0,125.5,poor
73.91,0.998,0.16,0.61,14.35,3.56,0.91,0.923,4.56,0.02,4.575,1.965,937.0,785.0,-145.0,normalizing,air,46.1,144.4,poor
78.61,0.306,0.27,1.61,9.45,6.02,1.32,0.25,2.13,0.03,3.181,1.083,789.0,786.0,130.0,quenching,water,49.6,138.1,poor
87.27,0.886,0.2,0.72,4.15,4.41,0.73,0.132,1.29,0.21,2.317,1.282,729.0,698.0,9.0,normalizing,air,36.8,90.3,poor
83.07,0.764,1.95,0.35,4.34,2.25,2.95,0.133,4.06,0.14,2.466,1.318,841.0,892.0,91.0,quenching,water,68.0,142.9,poor
71.87,0.989,0.92,1.73,14.89,4.03,1.21,0.806,3.25,0.31,4.947,2.094,940.0,810.0,-192.0,quenching,oil,65.4,168.9,poor
79.09,0.857,1.83,1.28,13.55,2.72,0.13,0.445,0.02,0.08,4.081,1.762,950.0,813.0,-75.0,annealing,furnace,26.2,117.4,poor
84.88,1.152,0.65,1.63,5.29,0.02,1.8,0.41,3.79,0.37,2.949,1.7,842.0,820.0,-76.0,normalizing,air,51.3,124.8,poor
78.09,0.57,1.31,1.03,13.62,0.2,0.57,0.833,3.68,0.09,3.766,1.476,1004.0,917.0,94.0,quenching,oil,63.0,112.8,poor
77.55,0.442,1.02,0.38,12.68,4.17,2.76,0.326,0.24,0.44,3.966,1.437,898.0,878.0,92.0,quenching,air,60.7,180.5,poor
87.46,0.19,1.39,1.92,1.81,0.25,2.62,0.645,3.23,0.48,1.574,0.691,794.0,1029.0,354.0,annealing,furnace,14.5,116.7,poor
86.53,0.894,1.15,1.21,0.45,2.67,2.2,0.796,4.07,0.02,1.964,1.287,736.0,881.0,55.0,normalizing,air,44.1,114.0,poor
77.48,0.808,0.88,1.86,4.93,6.0,2.78,0.128,4.74,0.39,3.113,1.495,745.0,777.0,-46.0,normalizing,air,41.9,171.9,poor
73.96,0.229,1.82,1.79,12.5,5.65,1.98,0.276,1.67,0.12,3.863,1.264,887.0,900.0,122.0,quenching,air,46.5,172.1,poor
84.85,0.805,1.21,1.75,0.47,6.95,2.66,0.446,0.38,0.47,2.308,1.318,636.0,807.0,-3.0,annealing,furnace,25.6,148.6,poor
76.5,0.365,0.39,0.87,12.78,6.78,1.11,0.81,0.39,0.0,3.902,1.329,833.0,821.0,75.0,normalizing,air,27.0,145.3,poor
78.03,0.451,1.19,0.56,9.53,6.67,0.56,0.323,2.24,0.42,3.102,1.198,818.0,777.0,93.0,normalizing,air,29.6,110.9,poor
85.11,0.36,1.2,0.98,8.12,2.03,1.39,0.143,0.19,0.48,2.621,1.019,856.0,870.0,212.0,tempering,air,23.8,112.5,poor
82.45,0.583,0.64,1.37,7.66,6.2,0.28,0.303,0.13,0.37,2.899,1.227,757.0,730.0,46.0,normalizing,air,29.2,101.9,poor
87.43,0.247,1.85,0.36,5.28,2.07,0.02,0.929,1.57,0.25,1.707,0.732,841.0,958.0,323.0,annealing,furnace,12.2,48.9,poor
