Fe,C,Si,Mn,Cr,Ni,Mo,N,steel_type,PREN,CPT_C,corrosion_rate_mm_year,corrosion_resistance,environment
97.21,0.465,0.89,1.02,0.37,0.05,0.0,0.0,carbon,0.4,-20.0,0.1708,low,acidic
71.28,0.094,0.2,1.01,16.31,8.04,2.88,0.19,stainless,28.8,42.4,0.0193,good,atmospheric
68.53,0.035,0.33,0.76,22.55,5.06,2.52,0.212,duplex,34.3,60.7,0.0011,very_good,atmospheric
96.75,0.498,0.83,1.13,0.44,0.35,0.0,0.0,carbon,0.4,-20.0,0.117,low,industrial
71.93,0.043,0.28,1.25,18.1,7.52,0.68,0.191,stainless,23.4,21.4,0.0016,good,atmospheric
96.78,0.353,0.9,1.55,0.32,0.1,0.0,0.0,carbon,0.3,-20.0,0.3807,low,acidic
94.45,0.145,0.43,1.96,2.07,0.65,0.29,0.0,low_alloy,3.0,-20.0,0.3774,low,industrial
78.83,0.056,0.35,0.57,12.0,6.47,1.66,0.057,stainless,18.4,17.3,0.0021,moderate,acidic
74.11,0.118,0.88,0.57,14.32,7.51,2.44,0.066,stainless,23.4,33.4,0.0079,good,atmospheric
67.69,0.107,0.91,1.65,19.98,9.3,0.3,0.064,stainless,22.0,19.4,0.0095,good,atmospheric
96.6,0.428,0.85,1.51,0.17,0.44,0.0,0.0,carbon,0.2,-20.0,0.1598,low,acidic
96.41,0.319,0.99,1.72,0.45,0.11,0.0,0.0,carbon,0.5,-20.0,0.1295,low,atmospheric
91.56,0.385,0.79,1.86,3.5,0.94,0.95,0.0,low_alloy,6.7,-14.1,0.6241,low,industrial
67.44,0.052,0.34,1.41,19.97,8.6,2.02,0.169,stainless,29.3,36.6,0.0011,good,industrial
96.67,0.154,0.7,1.74,0.44,0.3,0.0,0.0,carbon,0.4,-20.0,0.2424,low,industrial
69.71,0.038,0.55,1.71,16.56,10.43,0.88,0.12,stainless,21.4,27.1,0.0083,good,industrial
93.45,0.256,0.95,0.83,3.01,1.1,0.4,0.0,low_alloy,4.3,-18.7,0.1259,low,acidic
72.53,0.095,0.86,1.09,14.28,9.46,1.57,0.118,stainless,21.4,28.1,0.0196,good,atmospheric
65.46,0.066,0.99,1.16,16.76,13.09,2.37,0.117,stainless,26.5,38.6,0.0195,good,seawater
90.65,0.372,0.57,1.78,4.94,1.49,0.2,0.0,low_alloy,5.6,-18.4,0.1097,low,atmospheric
71.82,0.082,0.28,1.79,12.69,12.36,0.85,0.129,stainless,17.6,18.7,0.0144,moderate,seawater
66.01,0.039,0.32,0.53,21.31,7.94,3.59,0.258,duplex,37.3,57.8,0.0162,very_good,industrial
97.57,0.235,0.96,0.7,0.04,0.5,0.0,0.0,carbon,0.0,-20.0,0.1809,low,seawater
63.3,0.059,0.8,1.55,19.48,11.77,2.87,0.175,stainless,31.7,51.3,0.0031,very_good,seawater
97.82,0.306,0.23,0.9,0.49,0.25,0.0,0.0,carbon,0.5,-20.0,0.5987,low,acidic
69.41,0.042,0.9,1.9,20.4,4.09,2.96,0.3,duplex,35.0,62.4,0.0049,very_good,industrial
66.71,0.048,0.36,0.99,21.53,6.91,3.32,0.132,duplex,34.6,58.2,0.0151,very_good,atmospheric
66.31,0.032,0.43,1.47,24.66,4.69,2.24,0.178,duplex,34.9,56.5,0.0119,very_good,atmospheric
97.88,0.329,0.83,0.84,0.05,0.07,0.0,0.0,carbon,0.0,-20.0,0.2683,low,seawater
91.59,0.191,0.5,0.84,4.04,2.19,0.65,0.0,low_alloy,6.2,-7.8,0.2714,low,atmospheric
90.27,0.105,0.47,1.26,4.99,2.07,0.83,0.0,low_alloy,7.7,-10.3,0.4189,low,atmospheric
97.17,0.234,0.95,1.16,0.16,0.33,0.0,0.0,carbon,0.2,-20.0,0.3298,low,atmospheric
97.67,0.123,0.26,1.42,0.36,0.18,0.0,0.0,carbon,0.4,-20.0,0.178,low,seawater
71.85,0.082,0.24,1.55,17.74,8.21,0.24,0.085,stainless,19.9,20.3,0.0042,moderate,seawater
68.36,0.027,0.91,1.42,21.55,5.26,2.19,0.279,duplex,33.3,54.7,0.0016,very_good,seawater
69.9,0.022,0.33,0.67,20.74,5.3,2.86,0.171,duplex,32.9,50.5,0.0035,very_good,atmospheric
97.36,0.115,0.68,1.42,0.3,0.12,0.0,0.0,carbon,0.3,-20.0,0.4313,low,seawater
60.5,0.034,0.69,0.9,26.73,6.91,3.95,0.285,duplex,44.3,84.9,0.0099,excellent,seawater
97.15,0.345,0.24,1.8,0.26,0.21,0.0,0.0,carbon,0.3,-20.0,0.5013,low,seawater
80.17,0.055,0.35,0.9,12.23,6.01,0.22,0.072,stainless,14.1,4.4,0.0487,moderate,seawater
97.96,0.241,0.32,1.19,0.16,0.12,0.0,0.0,carbon,0.2,-20.0,0.1834,low,seawater
70.35,0.051,0.74,0.76,17.89,8.31,1.78,0.128,stainless,25.8,29.7,0.0096,good,acidic
68.6,0.036,0.42,1.42,20.61,5.35,3.37,0.183,duplex,34.7,52.5,0.0145,very_good,atmospheric
66.21,0.059,0.93,1.19,17.12,13.72,0.64,0.131,stainless,21.3,29.0,0.0013,good,atmospheric
94.99,0.177,0.96,1.08,1.51,0.54,0.74,0.0,low_alloy,3.9,-20.0,0.1101,low,industrial
63.02,0.036,0.34,1.01,25.07,6.59,3.81,0.128,duplex,39.7,73.2,0.0247,very_good,industrial
63.25,0.027,0.31,1.76,25.11,5.53,3.86,0.143,duplex,40.1,70.3,0.0136,excellent,seawater
65.45,0.041,0.81,1.12,19.08,11.42,1.95,0.117,stainless,27.4,39.1,0.0148,good,atmospheric
72.19,0.049,0.33,1.02,17.57,8.16,0.51,0.178,stainless,22.1,19.8,0.0066,good,industrial
97.45,0.245,0.49,1.04,0.46,0.33,0.0,0.0,carbon,0.5,-20.0,0.6225,low,seawater
62.69,0.041,0.27,1.71,25.44,7.31,2.33,0.207,duplex,36.5,61.2,0.0077,very_good,seawater
97.97,0.387,0.57,0.85,0.17,0.06,0.0,0.0,carbon,0.2,-20.0,0.2699,low,atmospheric
96.83,0.257,0.95,1.7,0.18,0.08,0.0,0.0,carbon,0.2,-20.0,0.15,low,acidic
91.67,0.374,0.81,1.91,2.92,1.67,0.65,0.0,low_alloy,5.1,-18.7,0.1877,low,acidic
92.74,0.115,0.44,1.69,3.85,0.22,0.94,0.0,low_alloy,7.0,-7.0,0.1123,low,atmospheric
97.95,0.24,0.95,0.52,0.02,0.33,0.0,0.0,carbon,0.0,-20.0,0.51,low,atmospheric
78.12,0.029,0.55,1.22,12.07,7.72,0.21,0.072,stainless,13.9,-0.4,0.0025,moderate,acidic
95.44,0.103,0.85,0.8,1.58,1.11,0.12,0.0,low_alloy,2.0,-20.0,0.2307,low,seawater
76.15,0.026,0.74,0.5,12.63,8.61,1.25,0.086,stainless,18.1,23.5,0.033,moderate,seawater
97.8,0.199,0.99,0.55,0.45,0.0,0.0,0.0,carbon,0.5,-20.0,0.2155,low,seawater
70.38,0.023,0.51,1.65,20.52,4.13,2.51,0.284,duplex,33.4,51.0,0.0031,very_good,seawater
91.19,0.266,0.44,0.66,4.2,2.7,0.55,0.0,low_alloy,6.0,-20.0,0.4715,low,atmospheric
64.48,0.046,0.22,1.41,23.97,7.09,2.59,0.201,duplex,35.7,64.0,0.0086,very_good,seawater
65.37,0.042,0.84,1.22,24.39,4.23,3.81,0.104,duplex,38.6,65.8,0.0114,very_good,industrial
97.18,0.397,0.35,1.58,0.13,0.36,0.0,0.0,carbon,0.1,-20.0,0.1695,low,seawater
97.15,0.425,0.94,0.73,0.41,0.35,0.0,0.0,carbon,0.4,-20.0,0.1729,low,atmospheric
74.61,0.111,0.49,0.59,14.17,8.29,1.71,0.039,stainless,20.4,15.9,0.0315,good,industrial
93.18,0.355,0.76,1.95,2.88,0.68,0.19,0.0,low_alloy,3.5,-20.0,0.1979,low,seawater
93.94,0.342,0.5,1.5,2.61,0.19,0.92,0.0,low_alloy,5.6,-16.2,0.3202,low,industrial
93.61,0.101,0.31,1.42,0.9,2.87,0.79,0.0,low_alloy,3.5,-12.7,0.1414,low,industrial
72.75,0.106,0.47,1.55,12.06,12.84,0.06,0.178,stainless,15.1,4.9,0.0165,moderate,seawater
65.49,0.031,0.79,0.91,23.57,6.33,2.58,0.298,duplex,36.9,57.6,0.0207,very_good,seawater
94.21,0.156,0.38,1.24,0.71,2.95,0.36,0.0,low_alloy,1.9,-15.4,0.169,low,industrial
74.15,0.1,0.46,1.36,12.6,10.07,1.16,0.107,stainless,18.1,14.3,0.0037,moderate,industrial
63.46,0.032,0.67,1.95,24.42,6.52,2.83,0.136,duplex,35.9,56.3,0.0031,very_good,seawater
71.27,0.054,0.4,1.93,15.3,8.45,2.5,0.099,stainless,25.1,31.9,0.0149,good,industrial
64.99,0.042,0.9,0.54,25.34,4.95,3.04,0.204,duplex,38.6,66.0,0.0048,very_good,industrial
73.1,0.051,0.86,1.28,13.1,10.61,0.92,0.093,stainless,17.6,5.1,0.0167,moderate,acidic
66.45,0.027,0.49,0.74,22.24,7.15,2.72,0.181,duplex,34.1,55.9,0.0052,very_good,industrial
98.49,0.296,0.34,0.56,0.23,0.08,0.0,0.0,carbon,0.2,-20.0,0.2053,low,seawater
97.67,0.496,0.37,0.87,0.2,0.39,0.0,0.0,carbon,0.2,-20.0,0.268,low,industrial
97.56,0.107,0.62,1.53,0.07,0.11,0.0,0.0,carbon,0.1,-20.0,0.4461,low,seawater
70.8,0.108,0.42,0.91,19.45,7.86,0.26,0.196,stainless,23.4,24.7,0.0076,good,acidic
97.42,0.497,0.64,1.2,0.02,0.23,0.0,0.0,carbon,0.0,-20.0,0.519,low,acidic
69.75,0.037,0.38,1.62,20.0,5.64,2.33,0.242,duplex,31.6,49.0,0.0048,very_good,acidic
96.39,0.278,0.98,1.61,0.42,0.31,0.0,0.0,carbon,0.4,-20.0,0.2406,low,acidic
93.86,0.106,0.43,0.8,3.7,0.71,0.4,0.0,low_alloy,5.0,-12.9,0.1139,low,acidic
96.69,0.133,0.95,1.95,0.27,0.01,0.0,0.0,carbon,0.3,-20.0,0.1221,low,acidic
96.24,0.335,0.93,1.74,0.31,0.45,0.0,0.0,carbon,0.3,-20.0,0.397,low,acidic
63.8,0.046,0.55,1.53,22.58,7.89,3.42,0.174,duplex,36.6,67.0,0.0026,very_good,industrial
66.38,0.029,0.44,1.9,21.07,7.43,2.48,0.269,duplex,33.5,51.6,0.0035,very_good,seawater
66.09,0.048,0.56,0.61,21.16,7.78,3.65,0.116,duplex,35.1,51.8,0.0102,very_good,seawater
66.29,0.025,0.52,1.92,22.3,6.35,2.34,0.242,duplex,33.9,48.1,0.0109,very_good,seawater
66.26,0.114,0.56,1.08,18.71,12.4,0.79,0.083,stainless,22.6,32.0,0.0011,good,industrial
94.94,0.142,0.98,1.27,1.08,0.83,0.76,0.0,low_alloy,3.6,-20.0,0.1828,low,atmospheric
68.55,0.022,0.94,1.3,20.65,5.38,2.9,0.26,duplex,34.4,48.5,0.007,very_good,industrial
67.71,0.032,0.55,1.64,21.47,5.35,3.03,0.22,duplex,35.0,57.4,0.0098,very_good,acidic
63.51,0.046,0.32,1.76,26.06,4.81,3.25,0.243,duplex,40.7,74.2,0.0028,excellent,industrial
75.38,0.039,0.29,1.11,15.03,7.15,0.81,0.197,stainless,20.9,19.5,0.0123,good,industrial
65.96,0.023,0.99,1.37,21.0,6.58,3.82,0.265,duplex,37.8,55.4,0.0015,very_good,atmospheric
93.43,0.107,0.43,1.02,3.78,1.22,0.01,0.0,low_alloy,3.8,-20.0,0.7688,low,atmospheric
75.78,0.091,0.33,1.39,13.02,9.13,0.11,0.152,stainless,15.8,4.8,0.011,moderate,industrial
63.66,0.026,0.43,1.9,24.21,6.94,2.71,0.132,duplex,35.3,65.3,0.0054,very_good,industrial
95.45,0.125,0.48,1.76,1.31,0.38,0.5,0.0,low_alloy,2.9,-20.0,0.5388,low,atmospheric
96.13,0.293,0.4,1.63,1.23,0.16,0.16,0.0,low_alloy,1.8,-20.0,0.1381,low,atmospheric
92.96,0.378,0.88,0.66,3.6,1.42,0.09,0.0,low_alloy,3.9,-12.3,0.2022,low,industrial
62.16,0.022,0.67,1.7,25.73,6.22,3.22,0.297,duplex,41.1,78.1,0.0027,excellent,seawater
60.43,0.043,0.93,1.46,26.78,7.74,2.43,0.193,duplex,37.9,59.8,0.0053,very_good,acidic
73.28,0.121,0.6,1.89,15.58,6.45,1.9,0.184,stainless,24.8,31.5,0.0054,good,seawater
65.23,0.122,0.74,0.74,19.69,12.33,0.96,0.18,stainless,25.8,33.7,0.0165,good,atmospheric
68.88,0.036,0.99,1.82,20.03,5.74,2.32,0.191,duplex,30.7,44.6,0.0047,very_good,seawater
66.54,0.035,0.72,0.79,20.91,7.96,2.85,0.201,duplex,33.5,50.6,0.0059,very_good,industrial
61.61,0.048,0.39,1.42,25.0,7.59,3.7,0.241,duplex,41.1,69.7,0.0031,excellent,industrial
65.39,0.039,0.77,1.98,24.37,4.63,2.7,0.113,duplex,35.1,61.2,0.0075,very_good,acidic
66.39,0.042,0.59,1.94,21.8,5.55,3.41,0.281,duplex,37.5,66.2,0.0083,very_good,atmospheric
62.52,0.036,0.64,0.93,26.02,6.15,3.5,0.21,duplex,40.9,69.0,0.0068,excellent,atmospheric
94.21,0.349,0.66,1.47,1.24,1.66,0.42,0.0,low_alloy,2.6,-20.0,0.1656,low,acidic
67.72,0.048,0.97,1.54,20.74,6.81,2.07,0.109,duplex,29.3,49.2,0.0197,good,industrial
91.31,0.106,0.58,0.67,4.18,2.56,0.6,0.0,low_alloy,6.1,-20.0,0.1548,low,seawater
96.43,0.446,0.83,1.65,0.4,0.25,0.0,0.0,carbon,0.4,-20.0,0.1855,low,atmospheric
67.45,0.02,0.99,1.69,20.56,7.04,2.07,0.18,duplex,30.3,47.7,0.0149,very_good,atmospheric
69.52,0.103,0.99,0.99,15.99,10.99,1.31,0.106,stainless,22.0,23.7,0.0084,good,atmospheric
96.77,0.422,0.73,1.66,0.21,0.21,0.0,0.0,carbon,0.2,-20.0,0.9529,low,industrial
96.82,0.238,0.64,1.78,0.08,0.44,0.0,0.0,carbon,0.1,-20.0,0.1251,low,acidic
65.57,0.021,0.21,0.88,25.95,4.07,3.18,0.121,duplex,38.4,67.5,0.009,very_good,atmospheric
61.49,0.038,0.83,1.05,24.7,7.88,3.8,0.213,duplex,40.7,62.9,0.0051,excellent,acidic
94.22,0.189,0.34,1.07,2.21,1.1,0.87,0.0,low_alloy,5.1,-9.6,0.5376,low,acidic
63.09,0.048,0.64,0.65,26.29,5.67,3.31,0.298,duplex,42.0,77.8,0.004,excellent,seawater
93.4,0.234,0.45,0.87,3.92,0.7,0.42,0.0,low_alloy,5.3,-18.6,0.1755,low,acidic
96.42,0.482,0.6,1.99,0.27,0.23,0.0,0.0,carbon,0.3,-20.0,0.1753,low,atmospheric
97.69,0.174,0.8,0.82,0.34,0.17,0.0,0.0,carbon,0.3,-20.0,0.2033,low,seawater
97.53,0.167,0.64,1.48,0.03,0.16,0.0,0.0,carbon,0.0,-20.0,0.2567,low,industrial
94.23,0.127,0.81,1.37,2.32,0.61,0.53,0.0,low_alloy,4.1,-20.0,0.1502,low,seawater
94.04,0.111,0.81,1.08,2.42,1.3,0.24,0.0,low_alloy,3.2,-16.2,0.2856,low,industrial
68.46,0.02,0.37,0.78,20.48,6.89,2.71,0.297,duplex,34.2,62.4,0.0099,very_good,seawater
93.06,0.202,0.47,1.02,4.64,0.08,0.53,0.0,low_alloy,6.4,-16.8,0.107,low,seawater
66.14,0.04,0.78,1.09,25.44,4.26,2.03,0.22,duplex,35.7,57.2,0.0059,very_good,industrial
71.25,0.04,0.2,1.65,18.03,7.72,0.97,0.134,stainless,23.4,20.3,0.0018,good,atmospheric
63.85,0.038,0.79,0.75,24.5,7.25,2.57,0.235,duplex,36.8,70.1,0.0325,very_good,acidic
97.77,0.385,0.3,0.91,0.38,0.25,0.0,0.0,carbon,0.4,-20.0,0.1606,low,acidic
69.93,0.029,0.22,0.89,20.01,5.45,3.21,0.255,duplex,34.7,48.8,0.0433,very_good,acidic
72.26,0.121,0.91,1.54,16.07,6.98,1.93,0.193,stainless,25.5,23.8,0.0054,good,seawater
74.66,0.14,0.2,0.91,13.69,9.02,1.3,0.082,stainless,19.3,18.9,0.0079,moderate,atmospheric
65.14,0.037,0.28,1.7,22.69,6.66,3.33,0.15,duplex,36.1,53.7,0.004,very_good,acidic
63.75,0.04,0.4,0.99,26.62,5.86,2.1,0.24,duplex,37.4,64.1,0.0032,very_good,seawater
65.38,0.045,0.91,1.79,24.04,4.44,3.17,0.227,duplex,38.1,68.4,0.0126,very_good,industrial
94.45,0.218,0.98,1.05,0.51,1.92,0.87,0.0,low_alloy,3.4,-16.6,0.4454,low,industrial
65.51,0.024,0.83,1.36,24.42,4.69,2.89,0.276,duplex,38.4,63.9,0.0032,very_good,acidic
90.38,0.333,0.78,1.35,4.51,1.69,0.96,0.0,low_alloy,7.7,-9.0,0.2891,low,acidic
96.81,0.136,0.92,1.92,0.08,0.13,0.0,0.0,carbon,0.1,-20.0,0.2583,low,atmospheric
66.87,0.045,0.7,0.61,23.82,5.82,2.03,0.103,duplex,32.2,49.4,0.0144,very_good,seawater
97.13,0.283,0.4,1.34,0.35,0.5,0.0,0.0,carbon,0.4,-20.0,0.2607,low,industrial
70.42,0.073,0.57,1.14,16.16,9.38,2.1,0.154,stainless,25.6,26.7,0.0132,good,acidic
65.65,0.046,0.54,1.58,23.37,6.3,2.26,0.267,duplex,35.1,52.4,0.0061,very_good,acidic
71.03,0.046,0.6,1.2,12.99,11.83,2.26,0.053,stainless,21.3,21.8,0.0054,good,atmospheric
96.86,0.174,0.53,1.58,0.44,0.42,0.0,0.0,carbon,0.4,-20.0,0.4456,low,seawater
96.88,0.383,0.58,1.55,0.26,0.35,0.0,0.0,carbon,0.3,-20.0,0.1067,low,seawater
62.79,0.047,0.63,0.87,25.25,7.31,2.91,0.192,duplex,37.9,68.6,0.0248,very_good,industrial
96.56,0.266,0.89,1.48,0.42,0.38,0.0,0.0,carbon,0.4,-20.0,0.5297,low,seawater
67.58,0.04,0.68,0.72,20.62,7.0,3.26,0.103,duplex,33.0,47.4,0.0023,very_good,seawater
94.05,0.1,0.98,0.68,1.74,1.86,0.6,0.0,low_alloy,3.7,-20.0,0.5013,low,industrial
94.22,0.216,0.83,1.81,2.07,0.37,0.48,0.0,low_alloy,3.6,-20.0,0.5157,low,acidic
63.37,0.025,0.72,1.91,24.78,5.72,3.19,0.28,duplex,39.8,81.3,0.0211,very_good,industrial
92.87,0.103,0.75,1.21,2.23,2.6,0.23,0.0,low_alloy,3.0,-20.0,0.1546,low,acidic
97.16,0.319,0.48,1.49,0.14,0.41,0.0,0.0,carbon,0.1,-20.0,0.6932,low,acidic
65.66,0.027,0.36,1.41,25.81,4.05,2.51,0.177,duplex,36.9,51.9,0.0045,very_good,acidic
73.07,0.058,0.44,1.92,13.77,8.81,1.81,0.13,stainless,21.8,31.0,0.004,good,seawater
69.03,0.031,0.55,1.65,17.32,9.68,1.71,0.037,stainless,23.5,25.1,0.0053,good,industrial
67.73,0.023,0.83,1.63,20.89,5.17,3.52,0.202,duplex,35.7,63.2,0.0098,very_good,seawater
97.5,0.473,0.9,0.61,0.28,0.24,0.0,0.0,carbon,0.3,-20.0,0.4428,low,acidic
62.61,0.035,0.55,1.84,24.63,7.09,2.97,0.281,duplex,38.9,68.9,0.0097,very_good,industrial
97.64,0.102,0.54,1.13,0.15,0.43,0.0,0.0,carbon,0.1,-20.0,0.2353,low,industrial
67.05,0.138,0.89,0.63,16.51,12.67,2.06,0.043,stainless,24.0,29.5,0.007,good,seawater
92.98,0.261,0.77,1.03,1.85,2.17,0.94,0.0,low_alloy,4.9,-13.1,0.1629,low,industrial
97.33,0.152,0.73,1.18,0.25,0.37,0.0,0.0,carbon,0.2,-20.0,0.3613,low,atmospheric
68.64,0.039,0.82,0.88,21.42,5.25,2.69,0.262,duplex,34.5,49.3,0.0022,very_good,atmospheric
93.45,0.228,0.37,0.86,2.03,2.09,0.98,0.0,low_alloy,5.3,-19.1,0.1823,low,atmospheric
94.86,0.309,0.84,0.87,2.08,0.31,0.73,0.0,low_alloy,4.5,-18.3,0.1467,low,seawater
65.66,0.043,0.62,1.42,21.54,7.23,3.35,0.144,duplex,34.9,51.6,0.0032,very_good,acidic
70.06,0.089,0.76,1.43,17.55,9.72,0.21,0.185,stainless,21.2,17.1,0.0426,good,industrial
91.37,0.322,0.65,1.91,2.39,2.64,0.72,0.0,low_alloy,4.8,-9.7,0.5871,low,acidic
63.08,0.026,0.71,0.79,24.73,7.69,2.86,0.108,duplex,35.9,49.1,0.0092,very_good,industrial
68.3,0.035,0.58,1.61,20.24,6.32,2.65,0.256,duplex,33.1,57.5,0.0249,very_good,seawater
98.06,0.496,0.23,0.82,0.07,0.32,0.0,0.0,carbon,0.1,-20.0,0.1215,low,seawater
97.62,0.33,0.7,1.1,0.01,0.24,0.0,0.0,carbon,0.0,-20.0,0.114,low,atmospheric
93.17,0.282,0.74,0.74,2.78,2.08,0.21,0.0,low_alloy,3.5,-20.0,0.442,low,industrial
64.08,0.146,0.53,1.3,19.54,13.99,0.3,0.121,stainless,22.5,25.4,0.0047,good,acidic
90.92,0.312,0.95,1.05,4.85,1.6,0.33,0.0,low_alloy,5.9,-5.2,0.341,low,atmospheric
72.04,0.041,0.41,1.71,17.54,6.03,2.13,0.111,stainless,26.3,37.5,0.0062,good,industrial
75.12,0.024,0.24,1.19,15.21,7.34,0.83,0.05,stainless,18.8,30.0,0.0072,moderate,atmospheric
97.67,0.115,0.23,1.24,0.31,0.43,0.0,0.0,carbon,0.3,-20.0,0.2778,low,industrial
63.5,0.028,0.8,1.02,25.5,6.27,2.63,0.253,duplex,38.2,76.1,0.0052,very_good,atmospheric
96.8,0.2,0.95,1.75,0.15,0.16,0.0,0.0,carbon,0.1,-20.0,0.2666,low,industrial
64.98,0.022,0.24,1.41,24.55,5.31,3.22,0.268,duplex,39.5,61.7,0.0114,very_good,atmospheric
96.78,0.407,1.0,1.53,0.06,0.22,0.0,0.0,carbon,0.1,-20.0,0.3306,low,acidic
97.65,0.138,0.99,0.69,0.47,0.05,0.0,0.0,carbon,0.5,-20.0,0.2436,low,seawater
97.06,0.488,0.69,1.57,0.18,0.01,0.0,0.0,carbon,0.2,-20.0,0.2013,low,industrial
97.58,0.222,0.79,0.83,0.33,0.25,0.0,0.0,carbon,0.3,-20.0,0.1801,low,seawater
97.41,0.395,0.76,0.83,0.13,0.47,0.0,0.0,carbon,0.1,-20.0,0.3588,low,seawater
96.62,0.401,0.48,1.69,0.46,0.36,0.0,0.0,carbon,0.5,-20.0,0.1873,low,atmospheric
97.34,0.305,0.82,1.01,0.31,0.21,0.0,0.0,carbon,0.3,-20.0,0.4328,low,atmospheric
64.11,0.041,0.58,1.95,23.34,6.8,3.06,0.127,duplex,35.5,54.6,0.0298,very_good,atmospheric
66.04,0.031,0.35,1.19,24.23,5.71,2.19,0.261,duplex,35.6,64.3,0.0131,very_good,atmospheric
96.67,0.125,0.82,1.88,0.2,0.31,0.0,0.0,carbon,0.2,-20.0,0.1683,low,seawater
98.61,0.343,0.29,0.51,0.1,0.15,0.0,0.0,carbon,0.1,-20.0,0.1547,low,industrial
93.1,0.314,0.82,1.22,4.07,0.21,0.27,0.0,low_alloy,5.0,-19.6,0.163,low,seawater
96.49,0.405,0.91,1.57,0.15,0.47,0.0,0.0,carbon,0.1,-20.0,0.1791,low,industrial
68.96,0.082,0.69,1.71,14.84,13.21,0.37,0.145,stainless,18.4,26.8,0.0339,moderate,industrial
95.18,0.131,0.27,0.53,2.27,1.42,0.2,0.0,low_alloy,2.9,-19.1,0.3893,low,atmospheric
97.02,0.437,0.59,1.42,0.18,0.35,0.0,0.0,carbon,0.2,-20.0,0.6889,low,industrial
96.96,0.225,0.55,1.63,0.48,0.15,0.0,0.0,carbon,0.5,-20.0,0.1739,low,atmospheric
75.82,0.073,0.48,0.65,15.75,6.99,0.05,0.184,stainless,18.9,13.2,0.003,moderate,atmospheric
93.06,0.376,0.71,1.29,0.98,2.7,0.89,0.0,low_alloy,3.9,-15.2,0.149,low,atmospheric
91.52,0.282,0.43,1.32,4.2,2.07,0.18,0.0,low_alloy,4.8,-20.0,0.2904,low,acidic
94.7,0.154,0.53,1.3,1.61,0.78,0.94,0.0,low_alloy,4.7,-17.3,0.3577,low,atmospheric
92.44,0.132,0.23,1.5,3.44,2.0,0.26,0.0,low_alloy,4.3,-17.4,0.1394,low,acidic
93.29,0.309,0.85,0.89,1.54,2.25,0.87,0.0,low_alloy,4.4,-18.2,0.4261,low,seawater
66.06,0.028,0.33,1.65,21.18,7.64,2.85,0.273,duplex,35.0,62.6,0.0181,very_good,atmospheric
94.26,0.283,0.44,1.07,3.33,0.33,0.28,0.0,low_alloy,4.3,-19.8,0.164,low,seawater
97.3,0.242,0.34,1.68,0.19,0.24,0.0,0.0,carbon,0.2,-20.0,0.1263,low,atmospheric
96.04,0.377,0.75,1.95,0.66,0.04,0.18,0.0,low_alloy,1.3,-20.0,0.3776,low,seawater
71.64,0.111,0.39,1.5,13.85,11.51,0.96,0.044,stainless,17.7,16.6,0.0017,moderate,acidic
94.41,0.165,0.78,1.57,1.79,1.21,0.08,0.0,low_alloy,2.0,-17.6,0.1851,low,atmospheric
97.84,0.14,0.73,0.66,0.21,0.43,0.0,0.0,carbon,0.2,-20.0,0.2207,low,acidic
92.77,0.152,0.25,1.06,2.98,1.85,0.93,0.0,low_alloy,6.0,-10.5,0.6523,low,acidic
71.57,0.044,0.28,1.07,20.01,4.1,2.66,0.254,duplex,32.8,50.4,0.008,very_good,seawater
66.49,0.026,0.42,1.07,22.75,6.8,2.24,0.196,duplex,33.3,50.9,0.0182,very_good,seawater
62.34,0.027,0.57,1.97,24.41,6.71,3.68,0.28,duplex,41.0,72.7,0.0088,excellent,seawater
70.75,0.069,0.95,0.54,17.3,10.11,0.11,0.171,stainless,20.4,23.4,0.0166,good,seawater
92.42,0.276,0.88,1.53,2.75,1.65,0.5,0.0,low_alloy,4.4,-10.5,0.7708,low,atmospheric
60.36,0.032,0.89,1.69,26.09,6.96,3.87,0.108,duplex,40.6,67.5,0.0179,excellent,acidic
65.66,0.022,0.68,0.94,23.77,5.63,3.05,0.248,duplex,37.8,60.7,0.0011,very_good,industrial
90.71,0.327,0.3,1.95,4.2,1.65,0.87,0.0,low_alloy,7.1,-11.4,0.6096,low,seawater
94.6,0.118,0.35,1.22,2.54,0.54,0.63,0.0,low_alloy,4.6,-20.0,0.157,low,acidic
93.84,0.315,0.25,0.97,1.88,2.09,0.65,0.0,low_alloy,4.0,-20.0,0.2673,low,atmospheric
64.15,0.032,0.6,0.79,23.53,7.0,3.61,0.285,duplex,40.0,67.6,0.0064,very_good,atmospheric
69.72,0.11,0.28,1.5,17.86,7.55,2.94,0.036,stainless,28.2,42.1,0.0251,good,industrial
97.59,0.338,0.75,1.04,0.27,0.02,0.0,0.0,carbon,0.3,-20.0,0.2298,low,atmospheric
97.37,0.226,0.56,1.36,0.07,0.41,0.0,0.0,carbon,0.1,-20.0,0.2582,low,industrial
93.2,0.311,0.4,1.38,3.33,0.82,0.55,0.0,low_alloy,5.2,-19.7,0.3648,low,acidic
93.57,0.376,0.22,0.61,1.76,2.99,0.46,0.0,low_alloy,3.3,-20.0,0.1171,low,atmospheric
68.7,0.028,0.71,0.79,22.27,4.45,2.88,0.173,duplex,34.5,56.5,0.0108,very_good,atmospheric
66.5,0.093,0.81,1.47,14.94,13.39,2.66,0.128,stainless,25.8,38.7,0.0012,good,atmospheric
